0	Gene Signature
Golgi membrane (GO:0000139)	['B3GALNT1', 'AP1S1', 'SCAMP2', 'TMEM79', 'OPTN', 'Na', 'USP6NL', 'PGAP2', 'SGMS1', 'XYLT1', 'XYLT2', 'NAA60', 'CHST12', 'CHST13', 'CHST10', 'CHST11', 'CREB3L3', 'ST3GAL5', 'ST3GAL6', 'VTI1A', 'CHST14', 'CHST15', 'WLS', 'ST3GAL1', 'ST3GAL2', 'ST3GAL3', 'ST3GAL4', 'CHST9', 'GABARAPL2', 'CHST7', 'CHST8', 'HLA-DRB5', 'EDEM1', 'COPZ2', 'COPZ1', 'C6ORF89', 'CHST1', 'LALBA', 'CHST2', 'HPD', 'ATF6', 'CHST5', 'HLA-DRB4', 'CHST6', 'HLA-DRB3', 'VAMP3', 'CHST3', 'VAMP4', 'CHST4', 'HLA-DRB1', 'PDGFC', 'PDGFB', 'PDGFA', 'GJA1', 'PDGFD', 'AP1S3', 'AP1S2', 'HACE1', 'GOLGA2P5', 'PI4KB', 'HLA-DQB1', 'HLA-DQB2', 'ARF3', 'ARF1', 'CLTC', 'CLTA', 'TMEM165', 'GLG1', 'AP4S1', 'AP1M1', 'HLA-DQA2', 'AP1M2', 'HLA-DQA1', 'TPTE2', 'RIC1', 'C20ORF173', 'ARCN1', 'FIG4', 'RNF125', 'CLIP3', 'NMNAT2', 'A4GNT', 'USO1', 'HLA-DPB1', 'RNF121', 'LGR6', 'LGR5', 'GCNT1', 'LMAN1', 'SCAMP5', 'LMAN2', 'NDST2', 'ARFRP1', 'NDST1', 'GCNT3', 'HLA-DPA1', 'RHO', 'GCNT4', 'CSGALNACT2', 'RAB2B', 'GOLGA8T', 'CSGALNACT1', 'GOLGA8S', 'RAB2A', 'GOLGA8K', 'GOLGA8N', 'GOLGA8M', 'RAB30', 'GOLGA8O', 'GOLGA8R', 'GOLGA8Q', 'RAB31', 'GOLGA8F', 'SLC9A7', 'GOLGA8H', 'SLC9A8', 'RAB35', 'GOLGA8J', 'RAB36', 'GOLGA8B', 'GOLGA8A', 'EEF1AKMT4-ECE2', 'RAB1A', 'RAB1B', 'CHPF', 'RAB1C', 'PROS1', 'RAB21', 'RAB26', 'STX6', 'YKT6', 'STX5', 'CHPF2', 'M6PR', 'BET1L', 'NSG1', 'B3GALT6', 'NSG2', 'GOLGA6B', 'GOLGA6A', 'GOLGA6D', 'GOLGA6C', 'ST6GALNAC4', 'ST6GALNAC5', 'ST6GALNAC6', 'CNGB1', 'NOTCH3', 'NOTCH4', 'NOTCH1', 'NOTCH2', 'ARL1', 'HID1', 'RAB41', 'GOLIM4', 'RHOBTB3', 'MMP24', 'GLIPR2', 'RAB43', 'OSBP', 'PMEPA1', 'RNF175', 'WIPI1', 'TNFRSF1A', 'MARCH1', 'UST', 'HLA-DRA', 'ST6GALNAC1', 'ST6GALNAC2', 'ST6GALNAC3', 'WHAMM', 'DSE', 'VPS52', 'DSEL', 'VPS51', 'VPS54', 'VPS53', 'CNGA2', 'CNGA4', 'B4GALNT2', 'B4GALNT1', 'BOK', 'SNAP29', 'C3ORF58', 'SORL1', 'CDC42', 'GOLGA8DP', 'MYO1B', 'MGAT4A', 'MGAT4B', 'MGAT4C', 'VPS45', 'KDELR3', 'SEC22B', 'FOLR1', 'BLZF1', 'BET1', 'SLC24A5', 'GPR89B', 'GPR89A', 'UNC93B1', 'FURIN', 'ECE2', 'FTCD', 'GOLGA8CP', 'AP4M1', 'AP1G1', 'ARRB1', 'AP1G2', 'ATP7B', 'LARGE2', 'TRIM23', 'LARGE1', 'SLC35A3', 'SLC35A2', 'ENTPD4', 'PLEKHA3', 'SLC35A1', 'GOLPH3L', 'AP1B1', 'MAPK8IP3', 'PLEKHA8', 'MALL', 'TMEM87A', 'SLC35B4', 'APP', 'SLC35B3', 'STX16', 'KDELR1', 'KDELR2', 'SLC35B2', 'HS6ST1', 'STX10', 'HS6ST2', 'C1GALT1C1', 'CHORDC1', 'BSG', 'ARFIP2', 'ARFIP1', 'B2M', 'CALN1', 'ST6GAL2', 'COG8', 'TMED9', 'SURF4', 'SLC35C1', 'ST8SIA1', 'COG7', 'LMAN1L', 'COG6', 'ST8SIA2', 'ST6GAL1', 'PAQR3', 'COG5', 'ST8SIA3', 'ST8SIA4', 'COG4', 'RAB39A', 'RAB39B', 'COG3', 'HLA-C', 'COG2', 'COG1', 'HLA-A', 'HLA-B', 'HLA-G', 'IL17RD', 'HLA-E', 'EXT1', 'HLA-F', 'EXT2', 'DOPEY2', 'ARFGAP1', 'ACER2', 'GOLGB1', 'GORASP2', 'GORASP1', 'FUT10', 'SLC35D2', 'FUT11', 'PITPNB', 'LMAN2L', 'GOLGA3', 'APOO', 'GOLGA5', 'GOLGA2', 'SLC33A1', 'RAB33A', 'RAB33B', 'COPG1', 'TLR9', 'TLR8', 'COPG2', 'TLR7', 'TLR3', 'TMED10', 'UGCG', 'GOLGA8IP', 'SCAP', 'ST8SIA5', 'ST8SIA6', 'TMED3', 'TMED2', 'TMED7', 'RAB6A', 'GBF1', 'C1GALT1', 'SACM1L', 'ZDHHC13', 'ZDHHC17', 'TPST2', 'RGP1', 'B3GNT8', 'B3GNT7', 'TPST1', 'B3GNT6', 'B3GNT5', 'B3GNT4', 'TRIP11', 'RAB9A', 'B3GNT3', 'LLGL1', 'B3GNT2', 'ZDHHC21', 'AP4E1', 'ICA1', 'GNAI3', 'CUX2', 'HYAL2', 'CUX1', 'KIF13A', 'MGAT5', 'RAB8A', 'MGAT2', 'MGAT3', 'CD59', 'MGAT1', 'CD55', 'CD74', 'B3GAT3', 'B3GAT2', 'NOSIP', 'B3GAT1', 'HS3ST6', 'HS3ST5', 'HS3ST2', 'GALNT13', 'GALNT12', 'GALNT15', 'GALNT14', 'HFE', 'ATP2C2', 'ATP2C1', 'MANEA', 'GALNT11', 'GALNT10', 'TEPSIN', 'GNPTAB', 'SREBF1', 'SREBF2', 'IGF2R', 'SLC30A6', 'AP4B1', 'CREB3', 'IFT20', 'TMEM115', 'ACBD3', 'COPA', 'SYS1', 'CABP7', 'COPB2', 'SLC2A1', 'COPB1', 'CABP1', 'MAN2A2', 'MAN2A1', 'SH3GL2', 'ARFGEF2', 'GALNT8', 'GALNT7', 'HS3ST3B1', 'GALNT6', 'ARFGEF1', 'GALNT5', 'GALNT4', 'GALNT3', 'GALNT2', 'CAV1', 'GALNT1', 'DNM2', 'TAPBP', 'CHPT1', 'PIKFYVE', 'B4GAT1', 'COPE', 'B4GALT3', 'HS3ST3A1', 'B4GALT4', 'B4GALT1', 'GPSM1', 'B4GALT2', 'NCAM1', 'FUT3', 'AGPAT3', 'PLD4', 'HS2ST1', 'FUT5', 'FUT4', 'FUT7', 'FUT6', 'FUT9', 'FUT8', 'MAN1A2', 'MAN1A1', 'GALNT9', 'MBTPS1', 'MBTPS2', 'RHBDF1', 'NOS3', 'IRGM', 'USF3', 'POMGNT1', 'MAN1B1', 'B4GALT7', 'B4GALT5', 'B4GALT6', 'VAC14', 'SCARB2', 'PKD1', 'GOSR1', 'GOSR2', 'RABEPK', 'INS', 'CYTH4', 'CYTH3', 'CLN3', 'GRM6', 'CHSY3', 'CHSY1', 'MAN1C1', 'CLVS1', 'CYTH2', 'CLVS2', 'CYTH1']
late endosome membrane (GO:0031902)	['STARD3', 'ANXA2', 'ATP13A2', 'ANXA6', 'MARCH1', 'PIKFYVE', 'SLC9A9', 'WDR81', 'HLA-DRA', 'RAB7A', 'RAB7B', 'Na', 'PMEL', 'LITAF', 'LAPTM4B', 'LAPTM4A', 'LAMP2', 'VTI1B', 'VTI1A', 'UBXN6', 'HLA-DRB5', 'SLC11A1', 'STARD3NL', 'SLC11A2', 'RAB27A', 'CYB561A3', 'RAB27B', 'SNF8', 'NSG2', 'FIG4', 'VAMP7', 'VAMP8', 'VPS41', 'LAMTOR1', 'CDIP1', 'HLA-DRB4', 'HLA-DRB3', 'HLA-DRB1', 'VAC14', 'SCARB2', 'LTV1', 'CD63', 'SPAAR', 'RNF13', 'GOSR2', 'WDR91', 'ANXA8', 'VPS36', 'VPS39']
Gemini of coiled bodies (GO:0097504)	['NPAT', 'GEMIN2', 'HABP4', 'GEMIN6', 'GEMIN7', 'SMN1', 'ZPR1', 'Na']
vacuolar lumen (GO:0005775)	['UNC13D', 'LUM', 'CD74', 'IST1', 'GCA', 'DEFA3', 'DEFA1', 'KERA', 'PRSS57', 'GALNS', 'TOLLIP', 'NAAA', 'S100A7', 'CSPG5', 'GLA', 'NHLRC3', 'CSPG4', 'AGRN', 'FRK', 'Na', 'PRSS2', 'IDUA', 'RETN', 'MPO', 'ASAH1', 'ARHGAP45', 'PYCARD', 'LAMP2', 'GPC2', 'GPC1', 'PSMD1', 'GPC4', 'GPC3', 'GPC6', 'GPC5', 'ELANE', 'ARSA', 'ARSB', 'CUBN', 'TRAPPC1', 'MANBA', 'PRKCD', 'STK11IP', 'OMD', 'HRNR', 'C6ORF120', 'SDCBP', 'VAT1', 'ACLY', 'BCAN', 'HSPG2', 'TCN2', 'HPSE', 'SDC1', 'LGMN', 'PPT2', 'PPT1', 'SDC2', 'TPP1', 'PRTN3', 'FTL', 'PADI2', 'VCP', 'GNS', 'IFI30', 'LIPA', 'C3', 'CYB5R3', 'PRDX6', 'PLAC8', 'NAPRT', 'TXNDC5', 'GYG1', 'GYG2', 'APOB', 'CTSA', 'FUCA1', 'ACTR2', 'ANXA2', 'HSP90AA1', 'PTGES2', 'ATP13A2', 'GGH', 'HSPA8', 'FUCA2', 'TUBB', 'PA2G4', 'AZU1', 'LYZ', 'ADA2', 'VCAN', 'DNAJC3', 'NPC2', 'OGN', 'MAN2B2', 'MAN2B1', 'ACTR10', 'SERPINA3', 'SDC3', 'SDC4', 'CTSV', 'CTSS', 'HEBP2', 'DSN1', 'NEU4', 'DPP7', 'PSAP', 'IDS', 'CTSL', 'NEU1', 'CTSK', 'CTSG', 'CTSF', 'CTSD', 'CTSC', 'CHID1', 'CAP1', 'CCT2', 'GIF', 'SERPINB3', 'ARG1', 'GAA', 'RNASET2', 'CREG1', 'BGN', 'RNASE3', 'RNASE2', 'TUBB4B', 'DCN', 'CPPED1', 'GALC', 'GLB1', 'FABP5', 'IMPDH1', 'MNDA', 'FMOD', 'BPI', 'DYNC1H1', 'SCARB2', 'SERPINB13', 'ORM2', 'GRN', 'GBA', 'HEXA', 'GDI2', 'NCAN', 'PYGB', 'FAF2', 'HEXB', 'PRELP', 'SGSH', 'ACAN', 'TTR', 'HYAL1', 'NAGLU', 'GM2A', 'SMPD1', 'AGA', 'MAPK1', 'GC', 'CCT8', 'GUSB']
septin filament array (GO:0032160)	['SEPT10', 'SEPT11', 'SEPT12', 'SEPT1', 'SEPT2', 'TMEM250', 'SEPT14', 'SEPT5', 'SEPT6', 'SEPT3', 'SEPT4', 'SEPT9', 'SEPT7', 'SEPT8', 'Na']
chromosome (GO:0005694)	['ZBTB18', 'RAD21L1', 'RECQL', 'LIG4', 'MSH2', 'SMARCA5', 'HIST1H4A', 'MSH4', 'FANCD2', 'MSH5', 'CDK12', 'CDK13', 'RHNO1', 'Na', 'FAAP20', 'GTF2B', 'HNRNPU', 'NCAPG', 'AURKC', 'EXOSC9', 'ESRRB', 'IK', 'CCDC137', 'CDYL', 'WAPL', 'SETMAR', 'PUM3', 'STAG2', 'SETX', 'BIRC5', 'INTS7', 'MDC1', 'CDCA2', 'BLM', 'FMR1', 'CDCA5', 'UVSSA', 'SMC6', 'PDS5B', 'PDS5A', 'SMC5', 'SMC2', 'SMC3', 'HIST1H3A', 'NIPBL', 'PMEPA1', 'FIGNL1', 'ZBED1', 'CHAMP1', 'JUN', 'H3F3A', 'SMARCE1', 'HMGA2', 'SIRT2', 'SMC1A', 'SPIDR', 'CENPE', 'CDK9', 'DMC1', 'TOP1', 'TERF2IP', 'ATR', 'HP1BP3', 'L3MBTL1', 'PINX1', 'TOP2A', 'HMGB1', 'BRCA1', 'HMGB2', 'CTCF', 'RAD21', 'SYCE3', 'LLPH', 'TOPBP1', 'DDX18', 'PBRM1', 'UTP4', 'H2AFY', 'THOC5', 'RAD51', 'ERCC4', 'NCAPD2', 'TIMELESS', 'CLOCK', 'DDX27', 'SPO11', 'C1ORF131', 'MKI67', 'CENPB', 'HDAC8', 'RECQL5', 'RECQL4', 'WRN', 'PPP1R7', 'HORMAD2', 'HORMAD1', 'SETD2', 'INSL6']
box C/D snoRNP complex (GO:0031428)	['NOP58', 'FBLL1', 'SNU13', 'FBL', 'RRP9', 'NOP56', 'Na']
specific granule lumen (GO:0035580)	['GSDMD', 'MMP8', 'JUP', 'AOC1', 'GGH', 'DEFA4', 'ARMC8', 'ILF2', 'LYZ', 'OSCAR', 'OLFM4', 'TOLLIP', 'SLPI', 'PTPN6', 'DOCK2', 'CHI3L1', 'GHDC', 'FRK', 'Na', 'CYFIP1', 'PDXK', 'CTSZ', 'LRRC7', 'RETN', 'CXCL1', 'CRACR2A', 'NEU1', 'QSOX1', 'TIMP2', 'B2M', 'CEP290', 'CTSD', 'CAMP', 'ELANE', 'ARG1', 'PRG3', 'RAB27A', 'QPCT', 'LRG1', 'NFKB1', 'ERP44', 'CHIT1', 'KPNB1', 'DLC1', 'TCN1', 'HPSE', 'LCN2', 'BPI', 'PTX3', 'LTF', 'NIT2', 'FOLR3', 'DNASE1L1', 'VCL', 'CRISP3', 'ORM2', 'CANT1', 'ORM1', 'CFP', 'CNN2', 'SPTAN1', 'PGLYRP1', 'ACAA1']
platelet dense granule lumen (GO:0031089)	['ECM1', 'SERPINA4', 'ITIH4', 'ITIH3', 'RARRES2', 'LGALS3BP', 'CTSW', 'SGPP2', 'SELENOP', 'CLEC3B', 'FAM3C', 'TIMP3', 'APOH', 'CDC37L1', 'Na']
paranode region of axon (GO:0033270)	['CNTNAP1', 'KCNA1', 'EPB41L3', 'NCMAP', 'ERMN', 'SIRT2', 'Na']
U6 snRNP (GO:0005688)	['LSM8', 'LSM7', 'DDX39B', 'LSM2', 'LSM6', 'LSM5', 'LSM4', 'LSM3', 'Na']
brush border membrane (GO:0031526)	['PEX19', 'CUBN', 'SLC34A2', 'SLC11A2', 'SLC34A1', 'PDZK1', 'MFSD10', 'SLC9A3', 'SLC7A9', 'CDHR2', 'CDHR5', 'SLC26A4', 'SHANK2', 'SLC26A6', 'Na', 'SLC22A5', 'B4GALT1', 'LRP2', 'SLC3A1', 'AQP1', 'ITLN1', 'PLB1', 'CA4', 'GNA12', 'GNA13', 'ATP6V0A4', 'CD36', 'SLC17A3', 'SLC22A12']
integral component of mitochondrial inner membrane (GO:0031305)	['COA3', 'AGK', 'COA1', 'APOOL', 'UQCC3', 'PET100', 'IMMT', 'TIMM23', 'TMEM177', 'SLC25A19', 'COQ2', 'SMDT1', 'TMEM11', 'SCO2', 'DNAJC11', 'SCO1', 'L2HGDH', 'MCU', 'Na', 'MCUR1', 'COX16', 'MCUB', 'COX18', 'ETFDH', 'APOO', 'CHCHD6', 'CHCHD3', 'MPC1', 'MPC2', 'TIMM23B', 'TIMM17B', 'MPC1L', 'TIMM17A', 'COX11']
RNA polymerase II transcription factor complex (GO:0090575)	['TLE4', 'TLE3', 'MED4', 'TLE1', 'FOXH1', 'POU2AF1', 'GTF2F1', 'HIPK2', 'HNRNPAB', 'GTF2F2', 'MED6', 'MED8', 'TP53', 'Na', 'LEF1', 'YAP1', 'RB1', 'ASCL4', 'ATF1', 'ASCL5', 'TRRAP', 'ATF6B', 'CCNH', 'GTF2B', 'HNRNPU', 'ASCL2', 'GTF2E1', 'ASCL3', 'GTF2E2', 'TAF1L', 'ASCL1', 'RXRA', 'MXI1', 'E2F1', 'E2F2', 'E2F3', 'E2F6', 'NKX2-5', 'TAF9B', 'GTF2A1L', 'SMAD2', 'JUND', 'SMAD4', 'NONO', 'NR1D1', 'NR1D2', 'PBX1', 'PYGO2', 'CREB1', 'TFDP1', 'TFDP2', 'TADA3', 'TAF4B', 'TCF4', 'MMS19', 'TCF3', 'MNAT1', 'MYF5', 'ATF4', 'MYF6', 'MAX', 'RORB', 'RORC', 'GATA4', 'HIF1A', 'RORA', 'MED31', 'JUNB', 'BCL9L', 'POU2F1', 'VDR', 'JUN', 'TCF12', 'EDF1', 'HMGA1', 'SUPT3H', 'NR5A2', 'TAF6L', 'NR5A1', 'BCL9', 'KAT2A', 'CDK7', 'SFPQ', 'RARB', 'RARA', 'GTF2H2C', 'GTF2A1', 'GTF2A2', 'NR1I2', 'NR1I3', 'MED17', 'MED18', 'TAF5L', 'MED14', 'MED10', 'TEAD1', 'TEAD2', 'NEUROD1', 'WWOX', 'TBP', 'PPARA', 'TAF13', 'NFYB', 'NFYC', 'PRMT2', 'STAT3', 'NR1H3', 'TAF11', 'TAF12', 'NR1H2', 'ARNT', 'FOS', 'GTF2H1', 'TAF10', 'NR1H4', 'GTF2H2', 'GTF2H3', 'GTF2H4', 'GTF2H5', 'TAF1', 'HAND1', 'ERCC5', 'ERCC2', 'ERCC3', 'TAF9', 'PPARG', 'DDIT3', 'TAF8', 'TCEA1', 'TAF7', 'TAF6', 'TAF5', 'TAF4', 'TAF3', 'PPARD', 'TAF2', 'CEBPA', 'CEBPB', 'THRB', 'THRA', 'RARG', 'LDB1', 'CTNNB1', 'ING2', 'TAF7L', 'HYAL2', 'TRIM28', 'NFYA']
filopodium (GO:0030175)	['RDX', 'MSN', 'ITGA3', 'ACTN2', 'TRPV4', 'VCAM1', 'ACTA2', 'ACTA1', 'SHTN1', 'KITLG', 'LCP1', 'MYO3A', 'ABI1', 'SPATA13', 'ABI2', 'RUFY3', 'RAPGEF3', 'NPTXR', 'UTRN', 'Na', 'TENM2', 'RIPOR2', 'NLGN1', 'TWF2', 'TWF1', 'IQGAP2', 'CIB1', 'MTM1', 'ANTXR1', 'PDPN', 'DAG1', 'NPTX2', 'CXADR', 'MYO10', 'MYO5A', 'WASH3P', 'CDC42', 'GAP43', 'MYO1B', 'MORN4', 'FSCN1', 'FSCN3', 'CD302', 'FGF13', 'EZR', 'ARF6', 'VIL1', 'GPM6A', 'ITGB1', 'FMR1', 'ITGB3', 'ACTC1', 'PPP1R9B', 'SYNE2', 'DNALI1', 'ACTG2', 'PODXL', 'PALM', 'ITGAV', 'DMD', 'TBC1D10C']
chaperonin-containing T-complex (GO:0005832)	['CCT4', 'CCT3', 'CCT2', 'CCT8L2', 'TCP1', 'CCT6B', 'CCT6A', 'BBS12', 'FYCO1', 'CCT8L1P', 'CCT8', 'CCT7', 'CCT5', 'Na']
clathrin-coated endocytic vesicle membrane (GO:0030669)	['FZD2', 'FZD4', 'CD74', 'HLA-DRB5', 'FZD5', 'WNT5A', 'AP2B1', 'CD9', 'CD207', 'HLA-DRA', 'HLA-DQB1', 'HLA-DPB1', 'ROR2', 'HBEGF', 'HLA-DRB4', 'HLA-DRB3', 'HLA-DQB2', 'HLA-DRB1', 'Na', 'TYRP1', 'CLTC', 'AP2A2', 'AP2A1', 'FCGR1A', 'HLA-DPA1', 'AP2S1', 'APOE', 'FCGR1B', 'LDLR', 'HLA-DQA2', 'SH3GL2', 'APOB', 'AP2M1', 'HLA-DQA1']
IkappaB kinase complex (GO:0008385)	['PYCARD', 'IKBKB', 'TRIM40', 'PRDX3', 'CHUK', 'PYDC1', 'IFIT5', 'ERC1', 'MAP3K7', 'IKBKG', 'MAP3K13', 'Na']
T cell receptor complex (GO:0042101)	['CARD11', 'STOML2', 'SYK', 'BCL10', 'CD3G', 'CD3E', 'CD3D', 'ZAP70', 'CD4', 'CEACAM1', 'ALCAM', 'CD6', 'CD8B', 'CD8A', 'TRAT1', 'CD247', 'Na']
mitotic spindle pole (GO:0097431)	['IK', 'SPAG5', 'KATNA1', 'EML1', 'SMC1A', 'ASPM', 'STAG2', 'NIN', 'KATNBL1', 'FAM161A', 'KIF20B', 'MAD1L1', 'OR2A4', 'Na', 'GPSM2', 'MAP10', 'MAPKBP1', 'TNKS', 'NUMA1', 'AURKA', 'BCCIP', 'SMC3', 'HSF1', 'PMEPA1', 'RAE1', 'FAM83D']
perinuclear region of cytoplasm (GO:0048471)	['EPHA5', 'CHGA', 'ACSL3', 'ACTN4', 'MX1', 'CIDEB', 'MMD2', 'AMFR', 'MEX3D', 'GTPBP4', 'MT1A', 'SHTN1', 'APC', 'MT1B', 'HSPA1A', 'MT1G', 'MT1H', 'ANP32D', 'KIF20B', 'ANP32C', 'OBSL1', 'MT1E', 'TRIM13', 'HSPA1B', 'MT1F', 'Na', 'APP', 'HCN4', 'CYFIP2', 'STX16', 'SPRR3', 'CYFIP1', 'STH', 'AKAP6', 'ZFYVE1', 'STX10', 'CSNK1D', 'NOCT', 'FLRT1', 'VTI1B', 'S100A13', 'VTI1A', 'CCDC78', 'PCLAF', 'SNCA', 'NDFIP1', 'TMEM184A', 'PRKCG', 'ABCA1', 'NDFIP2', 'XRCC3', 'SLC11A2', 'PRKCE', 'TMEM192', 'SNF8', 'ALG2', 'PRKCA', 'HRNR', 'PUM2', 'VAMP8', 'RNF207', 'FAT1', 'VAMP2', 'VAMP5', 'FBXL5', 'EZR', 'ITM2C', 'SET', 'TTBK1', 'PATJ', 'ANP32A', 'TFRC', 'MT1L', 'MT1M', 'BCL10', 'MLC1', 'DCUN1D3', 'MT1X', 'MT2A', 'PRDX6', 'PKHD1', 'CYB5R4', 'PRDX5', 'STMN2', 'FIGNL1', 'CDK5RAP2', 'PDE2A', 'HMOX1', 'INPP5K', 'TNFSF12', 'PSMF1', 'MAGEC2', 'LRAT', 'TP53BP2', 'TSPAN1', 'SEC31A', 'APOD', 'PRKACA', 'CTSB', 'CCR2', 'NCOA3', 'LYN', 'SNAPIN', 'GSDMA', 'ANXA4', 'PTCH1', 'TMEM173', 'ZNF35', 'TYR', 'SIRT2', 'LRPPRC', 'RAD51C', 'TF', 'INF2', 'KCNS1', 'TPPP3', 'KCNS2', 'KLHL7', 'RAPGEF2', 'PAFAH1B1', 'CALR', 'LIMS1', 'DEPDC5', 'TLR4', 'CDKN3', 'ACHE', 'TENM1', 'HMGCLL1', 'CLIC4', 'PTPRM', 'TWF2', 'STC2', 'PCSK9', 'TGFA', 'TWF1', 'MTDH', 'TRMT112', 'RAP1A', 'AANAT', 'ATXN2', 'MYO6', 'WBP2NL', 'CTLA4', 'MAP6', 'PACSIN1', 'CD34', 'CLIC1', 'DYNC1I1', 'NANOS2', 'TPD52', 'NANOS3', 'DMTN', 'BCAP31', 'NANOS1', 'DGAT2', 'STAT1', 'SORT1', 'PICK1', 'MAP1S', 'ADAM10', 'SLC39A13', 'MYO9B', 'LCE1D', 'MT-RNR2', 'NEDD4', 'GDPD1', 'APEX1', 'PKN2', 'CDK5R1', 'APBA3', 'AGGF1', 'ANKRD13C', 'FAF1', 'HTT', 'CTNNB1', 'MTMR14', 'GDPD3', 'S100A11P1', 'AIF1', 'ASGR2', 'SLC8A3', 'HYAL2', 'STBD1', 'ENPP3', 'RACK1', 'SLC17A3', 'SPINK5', 'SEPT12', 'APLP1', 'FBXW8', 'KIRREL1', 'PPP1R16B', 'STX8', 'TSC2', 'TSC1', 'CHERP', 'RNF41', 'TMEM134', 'RAB34', 'PINK1', 'OLFM4', 'BUB1B', 'S100A6', 'JCAD', 'CDK2AP1', 'PKP4', 'S100A4', 'COPS8', 'PPIB', 'ADCY10', 'MAD2L1', 'ZNF675', 'PRKN', 'REP15', 'CSF1', 'HFE', 'AURKA', 'PARK7', 'CLU', 'CIB1', 'HSP90B1', 'NDRG1', 'SCEL', 'SLK', 'DAOA', 'RAB40B', 'HSF1', 'LAMP1', 'CDH1', 'CAPN6', 'LAMP3', 'KIF5B', 'STX7', 'STX6', 'TRAPPC12', 'CAPN2', 'ATP9B', 'KCNH2', 'ATP9A', 'SYT6', 'RAB4B', 'MAP2K2', 'TRAPPC2', 'OSBPL7', 'OSBPL6', 'OSBPL3', 'M6PR', 'INHBB', 'WRNIP1', 'SELE', 'SLC9A3R1', 'AZIN2', 'PICALM', 'DLG1', 'SYNJ1', 'STK26', 'TRAF6', 'GNB2', 'SYAP1', 'RAB3C', 'CALCOCO2', 'VCP', 'RAB3B', 'CHODL', 'CUL7', 'DDX4', 'FMR1', 'WWC1', 'RASEF', 'SLC2A4', 'PSEN1', 'PSEN2', 'ARHGAP1', 'CORO1B', 'TMEM100', 'BAG5', 'CTIF', 'OSBP', 'COL4A3BP', 'FLOT2', 'ABL1', 'GGT2', 'RAB4A', 'DNM1L', 'HHATL', 'GALNT6', 'ARFGEF1', 'GALNT4', 'GALNT3', 'BDNF', 'CAV2', 'GALNT2', 'MSN', 'EIF2AK2', 'CAV1', 'GALNT1', 'AXIN1', 'MT3', 'MYRIP', 'NPC1', 'LAMB1', 'DNM3', 'EPN3', 'OAS2', 'LCP1', 'ITGB1BP1', 'NF2', 'FGFR1OP', 'MCM3', 'YWHAB', 'VPS4A', 'USP33', 'SRCAP', 'UBR5', 'PTPN22', 'HMGB2', 'BICD1', 'NLRC3', 'MOSPD1', 'PDLIM4', 'VPS52', 'CA4', 'DNAJB6', 'VPS54', 'VPS53', 'GPER1', 'BUD23', 'PDE4A', 'HIF1AN', 'TPPP', 'EIF4E', 'MAGI2', 'MYO16', 'VPS33B', 'VPS33A', 'TAF10', 'LMTK2', 'COBL', 'S100B', 'SPATA32', 'TPD52L1', 'RANGAP1', 'MLPH', 'RAD51', 'NELL1', 'VAPA', 'RAB15', 'NOS1AP', 'P2RX4', 'ATXN10', 'MYO1B', 'ADGRB1', 'RAB14', 'ANGEL1', 'TAF8', 'ANAPC2', 'ITGB1', 'HDAC6', 'EIF4A2', 'NXT2', 'DCTN3', 'MVP', 'ECE1', 'YBX3', 'TNKS2', 'AMBRA1', 'THBS3', 'ATRAID', 'TNFSF13B', 'SEPT9', 'PLN', 'CLN5', 'HECTD3', 'PTK2B', 'TLK2', 'UBQLN1', 'ATP7B', 'ABCD1', 'ATP7A']
dendrite membrane (GO:0032590)	['GABRA3', 'MPP2', 'GABRA2', 'INSR', 'GABRA1', 'KCNC1', 'KCNB1', 'KCNC2', 'KCNC3', 'GABRA6', 'KCNC4', 'GABRA5', 'GABRA4', 'GABRG1', 'THY1', 'GABRG3', 'GABRG2', 'LAMP5', 'SGCE', 'GABRE', 'Na']
holo TFIIH complex (GO:0005675)	['CCNH', 'GTF2H1', 'GTF2H2', 'GTF2H3', 'GTF2H4', 'CDK7', 'ERCC5', 'ERCC2', 'ERCC3', 'MMS19', 'GTF2H2C', 'MNAT1', 'Na']
