0	Gene Signature
Goblet-Cell Exocytosis in Asthma	['IL4R', 'EGF', 'ROCK1', 'SYT2', 'SHC1', 'PDPK1', 'IL13', 'MUC5AC', 'EGFR', 'ITPR1', 'PTK2', 'IL4', 'VAMP8', 'MARCKS', 'DNAJC5', 'HSPA1A', 'PLCG1', 'GRB2', 'JAK1', 'IL13RA1', 'Na']
Goblet-Cell Related Mucus Secretion in Asthma	['IL4R', 'EGF', 'IL13', 'MUC5AC', 'TYK2', 'TNFRSF1A', 'TNFRSF1B', 'ERN2', 'IL1B', 'IL4', 'NFKBIA', 'SP1', 'IL9', 'RAB35', 'SLC26A4', 'RAF1', 'SOS1', 'SHC1', 'DENND1B', 'TRADD', 'ALOX15', 'PEBP1', 'TGFA', 'TNF', 'EGFR', 'AQP1', 'SOCS1', 'STAT6', 'MAP3K7', 'MAP2K2', 'MAP2K1', 'PDPK1', 'STAT3', 'TRAF2', 'ANO1', 'GRB2', 'MAP3K14', 'FOXA2', 'PTGER2', 'LPO', 'HIF1A', 'PTGS2', 'CLCA1', 'MAPK1', 'AGR2', 'JAK1', 'IL13RA1', 'IL13RA2', 'JAK2', 'Na']
G-Proteins Signaling in Insulin Secretion in beta-Cell	['CHRM3', 'GIPR', 'FFAR1', 'RASGRF1', 'VIPR1', 'GCGR', 'GLP1R', 'TRPV4', 'ADRB2', 'HTR2B', 'CCK', 'GIP', 'INS', 'ITPR1', 'PIK3CG', 'ADCYAP1', 'CCKAR', 'CCKBR', 'GNAQ', 'GNAS', 'GPR119', 'VIP', 'TRPM4', 'PLCB1', 'Na']
Graves Ophthalmopathy	['TGFB1', 'PPARA', 'IL16', 'MAP2K1', 'PDPK1', 'STAT3', 'IGF1', 'BRAF', 'TSHR', 'IL1A', 'IL1B', 'IL4', 'CREB1', 'IL6', 'IFNG', 'GNAQ', 'GNAS', 'IL6ST', 'CD40LG', 'PLCB1', 'TFAP2A', 'CEBPA', 'CEBPB', 'CD40', 'CEBPD', 'IRS1', 'ITGAM', 'THY1', 'ITGAL', 'IGF1R', 'ICAM1', 'RAP1A', 'ERBB2', 'HAS2', 'CCL5', 'HAS1', 'AKT1', 'MAPK1', 'IL6R', 'JAK1', 'HSD11B1', 'GABPA', 'JAK2', 'Na']
Growth Factor Signaling in Hepatocellular Carcinoma	['TGFB1', 'PDGFRB', 'EGF', 'PDGFRA', 'JUN', 'APAF1', 'BAD', 'VEGFC', 'GAB1', 'NRG1', 'VEGFD', 'BRAF', 'TGFBR1', 'RUNX3', 'VEGFA', 'SP1', 'MAPK10', 'PIK3CA', 'BCL2', 'BAX', 'CYCS', 'TP53', 'SOS1', 'LEF1', 'GSK3B', 'SHC1', 'TGFA', 'FOXO3', 'EGFR', 'FOXO1', 'CASP9', 'ERBB4', 'ERBB2', 'E2F1', 'ERBB3', 'MYC', 'AKT1', 'KDR', 'CASP3', 'MAP3K5', 'SMAD3', 'MAP2K4', 'SMAD2', 'MAP2K2', 'MAP2K3', 'SMAD4', 'MAP2K1', 'PDPK1', 'STAT3', 'HGF', 'FOS', 'IGF1', 'IGF2', 'MTOR', 'PIK3R1', 'BCL2L1', 'MET', 'KRAS', 'GRB2', 'TCF4', 'HBEGF', 'MDM2', 'SRC', 'FLT1', 'IRS1', 'FLT4', 'CTNNB1', 'PDGFC', 'PDGFB', 'PTEN', 'PDGFA', 'INS', 'IGF1R', 'MAPK9', 'MAPK8', 'PDGFD', 'MAPK3', 'MAPK1', 'HRAS', 'JAK1', 'STAT5A', 'JAK2', 'Na']
Growth Factor Signaling in Neuroblastoma	['NGFR', 'MAP2K4', 'NTRK2', 'NTRK3', 'EGF', 'MAP2K2', 'MAP3K1', 'MAP2K3', 'NTRK1', 'MAP2K1', 'BAD', 'PDPK1', 'BDNF', 'GAB1', 'IGF1', 'TRAF2', 'IGF2', 'NGF', 'VEGFA', 'MAPK14', 'NFKBIA', 'MYCN', 'TRAF6', 'BIRC5', 'BCL2', 'GRB2', 'MAP3K14', 'RAF1', 'SOS1', 'SRC', 'GSK3B', 'IRS1', 'SHC1', 'IRS2', 'TRADD', 'EGFR', 'IGF1R', 'MAPK8', 'NTF3', 'NTF4', 'AKT1', 'MAPK3', 'KDR', 'MAPK1', 'MAP3K5', 'MAP2K6', 'MAP2K7', 'Na']
Growth Factor Signaling in Pancreatic Neoplasms	['EGF', 'JUN', 'APAF1', 'BAD', 'VEGFC', 'NRG1', 'VEGFD', 'BRAF', 'VEGFA', 'MAPK10', 'PIK3CA', 'BCL2', 'BAX', 'CYCS', 'TP53', 'SOS1', 'LEF1', 'GSK3B', 'SHC1', 'TGFA', 'AREG', 'FOXO3', 'EGFR', 'FOXO1', 'CASP9', 'ERBB4', 'ERBB2', 'ERBB3', 'MYC', 'AKT1', 'KDR', 'CASP3', 'MAP3K5', 'MAP2K4', 'MAP2K2', 'MAP2K3', 'MAP2K1', 'PDPK1', 'STAT3', 'HGF', 'FOS', 'IGF1', 'IGF2', 'PRKCA', 'MTOR', 'CREB1', 'PIK3R1', 'BCL2L1', 'MET', 'KRAS', 'GRB2', 'TCF4', 'HBEGF', 'MDM2', 'SRC', 'FLT1', 'IRS1', 'FLT4', 'CTNNB1', 'PTEN', 'INS', 'IGF1R', 'MAPK9', 'MAPK8', 'MAPK3', 'MAPK1', 'HRAS', 'JAK1', 'STAT5A', 'JAK2', 'Na']
GUCY2C Signaling in Colorectal Cancer	['TGFB1', 'SMAD3', 'JUN', 'CDX2', 'PDPK1', 'HGF', 'FOS', 'TGFBR1', 'GUCA2B', 'GUCA2A', 'TFAM', 'MET', 'PDE5A', 'TP53', 'MDM2', 'GUCY2C', 'SRC', 'CTNNB1', 'SLC2A1', 'PTEN', 'NRF1', 'CCND1', 'AKT1', 'MAPK1', 'PPARGC1A', 'PRKG1', 'Na']
Hair Follicle Keratinocyte Apoptosis	['TGFB1', 'MAP2K2', 'WNT10B', 'WNT10A', 'STAT1', 'WNT3A', 'FZD5', 'MAP2K1', 'STAT3', 'IL11RA', 'AXIN2', 'AXIN1', 'DKK1', 'TGFBR1', 'TNFRSF1A', 'TGFBR2', 'IL6', 'BCL2', 'BAX', 'GRB2', 'IL6ST', 'TP53', 'RAF1', 'SOS1', 'DVL1P1', 'GSK3B', 'CTNNB1', 'LRP6', 'TNF', 'PTGS2', 'FRAT1', 'BCL2L11', 'DVL1', 'MYC', 'MAPK3', 'MAPK1', 'JAK1', 'PTGDS', 'JAK2', 'Na']
Harlequin Ichthyosis	['ABCA12', 'CERK', 'KLK5', 'CTSD', 'PPARD', 'Na']
Hashimoto's Thyroiditis	['TGFB1', 'LYN', 'IL18', 'IL2', 'MAPK14', 'CXCL10', 'CXCL11', 'IL4', 'TG', 'CD4', 'FAS', 'IFNG', 'BAX', 'CYCS', 'CD247', 'PTPN6', 'IL18R1', 'LAT', 'CD40', 'CXCL9', 'PTPN22', 'TNF', 'SLC5A5', 'CASP2', 'CASP3', 'BLNK', 'CTLA4', 'RIPK1', 'STAT1', 'IFNGR1', 'SYK', 'IFNGR2', 'STAT3', 'TNFRSF10B', 'ZAP70', 'CAT', 'CD8A', 'LTA', 'ENO1', 'FASLG', 'ICAM1', 'CD79B', 'CD79A', 'TPO', 'CXCR3', 'PLCG1', 'IFNB1', 'RAG1', 'JAK1', 'RAG2', 'JAK2', 'Na']
Hashimoto's Thyroiditis Triggers	['TG', 'CD4', 'TPO', 'CAT', 'IFNA1', 'IFNB1', 'TNFRSF10B', 'SLC26A4', 'SLC5A5', 'ICAM1', 'IL2', 'Na']
Hedgehog Signaling in Mantle Cell Lymphoma	['GSK3B', 'SHH', 'SMO', 'PIK3CA', 'CCND1', 'PDPK1', 'AKT1', 'BCL2', 'GLI2', 'GLI1', 'MCL1', 'Na']
Hemoglobin Reduction and Leukocyte Adhesion Initiate Vasospasm	['CD163', 'HP', 'SELE', 'VCAM1', 'ITGAL', 'ICAM1', 'Na']
Hepatic Stellate Cells in non-Alcoholic Fatty Liver Disease	['TGFB1', 'PDGFRB', 'EGF', 'PDGFRA', 'JUN', 'MMP2', 'FN1', 'PTPN11', 'IRAK4', 'MMP9', 'TGFBR1', 'IL1A', 'MMP13', 'COL1A1', 'NFKBIA', 'IL6', 'MMP14', 'MAPKAPK2', 'TLR4', 'RAF1', 'SOS1', 'CXCL8', 'SHC1', 'TGFA', 'TNF', 'EGFR', 'CDH1', 'ERBB2', 'IRAK1', 'TIMP1', 'MAP3K7', 'EGR1', 'MAP2K2', 'MAP2K1', 'STAT3', 'FOS', 'TIRAP', 'MYD88', 'KLF6', 'TRAF6', 'GRB2', 'MAP3K14', 'SRC', 'SRF', 'PDGFB', 'PDGFA', 'PLAU', 'ELK1', 'HIF1A', 'ELK4', 'EP300', 'MAPK3', 'CCL2', 'MAPK1', 'JAK2', 'Na']
Hepatocellular Carcinoma	['TGFB1', 'PDGFRB', 'EGF', 'PDGFRA', 'BAD', 'RUNX3', 'MAPK10', 'APC', 'BAX', 'TP53', 'LEF1', 'RB1', 'LRP6', 'LRP5', 'DLL1', 'FOXO3', 'EGFR', 'DLL4', 'FOXO1', 'E2F1', 'MYC', 'AKT1', 'KDR', 'MAP3K5', 'SMAD3', 'MAP2K4', 'CREBBP', 'SMAD2', 'JAG1', 'MAP2K2', 'MAP2K3', 'JAG2', 'SMAD4', 'MAP2K1', 'FZD7', 'HGF', 'IGF1', 'IGF2', 'CREB1', 'PIK3R1', 'TADA3', 'BCL2L1', 'GRB2', 'TCF4', 'MDM2', 'NOTCH1', 'IRS1', 'PDGFC', 'PDGFB', 'PDGFA', 'MYSM1', 'HIF1A', 'IGF1R', 'PDGFD', 'STAT5A', 'CSNK1A1', 'JUN', 'APAF1', 'VEGFC', 'GAB1', 'NRG1', 'AXIN1', 'VEGFD', 'BRAF', 'TGFBR1', 'VEGFA', 'TADA2A', 'SP1', 'KAT2B', 'KAT2A', 'CDK6', 'PIK3CA', 'CDK4', 'CDK2', 'BCL2', 'CYCS', 'SOS1', 'GSK3B', 'SHC1', 'TGFA', 'CASP9', 'ERBB4', 'DVL1', 'ERBB2', 'ERBB3', 'CASP3', 'CDKN2A', 'PDPK1', 'STAT3', 'FOS', 'MTOR', 'ADAM17', 'KLF6', 'MET', 'KRAS', 'HBEGF', 'SRC', 'FLT1', 'CDKN1B', 'CDKN1A', 'FLT4', 'CTNNB1', 'PTEN', 'INS', 'MAPK9', 'MAPK8', 'EP300', 'MAPK3', 'MAPK1', 'HRAS', 'JAK1', 'JAK2', 'Na']
Hereditary Breast and Ovarian Cancer Syndrome	['CREBBP', 'NCOA3', 'JUN', 'MLH1', 'NCOA1', 'PARP2', 'PARP1', 'FOS', 'MSH2', 'PALB2', 'ESR1', 'SIRT1', 'RAD50', 'CREB1', 'RAD51', 'TADA2A', 'SP1', 'KAT2B', 'KAT2A', 'MSH3', 'TADA3', 'MSH6', 'MRE11', 'TP53', 'BRCA1', 'BRCA2', 'MYSM1', 'BRIP1', 'EP300', 'MYC', 'NBN', 'BARD1', 'Na']
Hereditary Hemorrhagic Telangiectasia	['TGFB1', 'SMAD3', 'ACVR1', 'SMAD2', 'SMAD5', 'SMAD4', 'PDPK1', 'SMAD1', 'GDF2', 'TGFBR1', 'SMAD9', 'TGFBR2', 'ACVR2A', 'GIPC1', 'ID1', 'PIK3R1', 'PIK3CA', 'ENG', 'ATF3', 'ACVRL1', 'SRC', 'BMP10', 'ARRB2', 'PIK3R2', 'AKT1', 'Na']
Hereditary Thrombophilia and Pregnancy Complications	['VKORC1', 'SERPINC1', 'F11', 'F10', 'FGL2', 'SERPINA10', 'F13A1', 'F12', 'PROS1', 'PROZ', 'F2', 'PLAT', 'PLG', 'F3', 'TFPI', 'F5', 'KNG1', 'F7', 'PROC', 'F8', 'THBD', 'F9', 'KLKB1', 'Na']
Hexosamine Pathway in Diabetic Microangiopathy	['TGFB1', 'SP1', 'GFPT1', 'SERPINE1', 'GNPNAT1', 'PGM3', 'OGT', 'PLAU', 'UAP1', 'PLAT', 'GPI', 'Na']
HIF1A in Pathologic Ocular Neovascularization	['FLT1', 'CXCL12', 'ANGPT2', 'CXCR4', 'KDR', 'PDGFB', 'HIF1A', 'VEGFA', 'PGF', 'Na']
High-Grade Serous Ovarian Carcinoma	['NCOA3', 'EGF', 'JUN', 'NCOA1', 'APAF1', 'BAD', 'BDNF', 'VEGFC', 'GAB1', 'NRG1', 'VEGFD', 'BRAF', 'VEGFA', 'MAPK10', 'PIK3CA', 'BCL2', 'BAX', 'CYCS', 'TP53', 'SOS1', 'LEF1', 'GSK3B', 'MAML3', 'SHC1', 'MAML1', 'TGFA', 'BRCA1', 'BRCA2', 'DLL1', 'FOXO3', 'EGFR', 'DLL3', 'DLL4', 'FOXO1', 'CASP9', 'ERBB4', 'ERBB2', 'ERBB3', 'MYC', 'AKT1', 'KDR', 'CASP3', 'HES1', 'MAP3K5', 'MAP2K4', 'NTRK2', 'CREBBP', 'JAG1', 'MAP2K2', 'MAP2K3', 'JAG2', 'MAP2K1', 'PDPK1', 'STAT3', 'FOS', 'ESR1', 'MTOR', 'CREB1', 'PIK3R1', 'BCL2L1', 'KRAS', 'GRB2', 'TCF4', 'HBEGF', 'MDM2', 'NOTCH3', 'SRC', 'FLT1', 'CDKN1B', 'FLT4', 'CTNNB1', 'LPAR2', 'LPAR3', 'MAPK9', 'MAPK8', 'EP300', 'MAPK3', 'MAPK1', 'HRAS', 'JAK1', 'STAT5A', 'JAK2', 'Na']
HMGB1 and IL1B in Neuroinflammation	['IL1R1', 'CHUK', 'TIRAP', 'HMGB1', 'IRAK4', 'IL1RAP', 'TNF', 'TICAM2', 'TICAM1', 'IL1B', 'IKBKB', 'MYD88', 'NFKBIA', 'IL6', 'SP3', 'TRAF6', 'IRAK1', 'CCL2', 'CASP1', 'MAP3K7', 'IKBKG', 'IKBKE', 'TLR4', 'Na']
HMGB1 and IL1B in Neuronal Hyperexcitation	['IL1B', 'MYD88', 'SRC', 'IL1R1', 'SMPD2', 'TIRAP', 'HMGB1', 'IL1RAP', 'CASP1', 'TLR4', 'Na']
HMGB1/RAGE Signaling in Middle Ear Cholesteatoma	['CXCL8', 'MAP2K2', 'JUN', 'MAP2K1', 'PDPK1', 'HMGB1', 'AGER', 'NFKBIA', 'AKT1', 'MAPK3', 'MAPK1', 'KRAS', 'RAF1', 'Na']
Hodgkin and Reed-Sternberg Cells in Hodgkin Lymphoma	['TGFB1', 'CXCL8', 'IL10', 'CCL22', 'CSF2', 'CCL20', 'TNF', 'PDCD1LG2', 'FGF2', 'IL5', 'LGALS1', 'CCL5', 'CCL17', 'CCL28', 'Na']
Hodgkin and Reed-Sternberg Cells Reprogramming	['STAT5B', 'NOTCH1', 'JAG1', 'SPI1', 'POU2F2', 'IL21', 'IL13', 'IL21R', 'EBF1', 'PAX5', 'DTX1', 'POU2AF1', 'GATA3', 'GATA2', 'SOCS1', 'ADAM17', 'ID2', 'TCF3', 'MSC', 'JAK1', 'IL13RA1', 'STAT5A', 'JAK2', 'Na']
Hodgkin Lymphoma	['TGFB1', 'TGFB3', 'TGFB2', 'BAD', 'EBF1', 'POU2AF1', 'FAS', 'BAX', 'TNFSF8', 'TP53', 'LMP-2A', 'RAF1', 'CSF2', 'IL21R', 'CD80', 'TNF', 'AKT1', 'MAP3K7', 'STAT5B', 'SMAD2', 'JAG1', 'MAP2K2', 'TNFSF13', 'TRAF3', 'TRAF2', 'TRAF5', 'TRAF6', 'EBNA-1', 'BCL2L1', 'BIRC5', 'TCF3', 'MAP3K14', 'MDM2', 'NOTCH1', 'SPI1', 'LMP1', 'FASLG', 'GATA3', 'FGF2', 'GATA2', 'ICAM1', 'RASGRP1', 'LGALS1', 'TNFRSF8', 'TNFSF11', 'PLCG1', 'MSC', 'IL13RA1', 'STAT5A', 'LYN', 'POU2F2', 'IL10', 'CCL22', 'CCL20', 'IL13', 'CFLAR', 'PAX5', 'GAB1', 'TGFBR2', 'IL5', 'NFKBIA', 'IRF4', 'BCL6', 'ID2', 'BCL3', 'CD28', 'BCL2', 'NFKBIE', 'CXCL8', 'CD40', 'TNFRSF11A', 'RASGRF1', 'DTX1', 'TNFAIP3', 'PTPRK', 'BMI1', 'ITPR1', 'CASP8', 'SOCS1', 'CASP9', 'CASP10', 'TNFRSF17', 'BLNK', 'FADD', 'RIPK1', 'MCL1', 'NTRK1', 'CDKN2A', 'SYK', 'CHUK', 'PDPK1', 'SCIMP', 'NGF', 'MTOR', 'ADAM17', 'XIAP', 'CD40LG', 'ITGB2', 'SRC', 'IL21', 'TNFRSF13B', 'ITGAL', 'TNFSF13B', 'CCL5', 'MAPK3', 'MAPK1', 'BID', 'JAK1', 'CCL17', 'JAK2', 'Na']
HPRT1 Deficiency in Lesch-Nyhan Syndrome	['GUK1', 'GDA', 'TH', 'DDC', 'BDNF', 'GMPS', 'XDH', 'HPRT1', 'Na']
HPV E1 and E2 Expression in Early Phase of Cancer	['BRD4', 'RB1', 'CDKN1B', 'CDKN1A', 'AURKA', 'CUL1', 'RBX1', 'CDC20', 'CCNA2', 'CCNB2', 'HPV16-E2', 'CDH1', 'CDK4', 'HPV16-E1', 'CDK2', 'HPV16-E7', 'HPV16-E6', 'TOP1', 'SKP1', 'SKP2', 'Na']
HPV E4 Contribution to Life Cycle of Virus and Cell	['CCNA2', 'CCNB1', 'CCNE1', 'CDK2', 'CDK1', 'MAPK1', 'PRKCA', 'HPV16-E4', 'Na']
HPV E5 Regulates EDNRA and EGFR Signaling Pathway in Keratinocytes	['EGF', 'MAP3K1', 'JUN', 'GAB1', 'VEGFA', 'MAPK14', 'MAPK10', 'MAPKAPK2', 'MAPKAPK3', 'BCL2', 'BAX', 'HPV16-E5', 'ABCC1', 'RAF1', 'RASGRF1', 'CALML5', 'EGFR', 'ITPR1', 'CASP7', 'MYC', 'AKT1', 'CASP3', 'MAP2K4', 'MAP2K2', 'ATP6V0C', 'MAP2K3', 'MAP2K1', 'PDPK1', 'PLA2G4A', 'FOS', 'MTOR', 'PTK2', 'CREB1', 'GNAS', 'SRC', 'CDKN1B', 'CDKN1A', 'PTGER4', 'HIF1A', 'IPO5', 'PTGS2', 'RPS6KA5', 'EDNRA', 'RASGRP1', 'MAPK9', 'GJA1', 'MAPK8', 'MAPK3', 'PTK2B', 'PLCG1', 'MAPK1', 'MAP2K6', 'MAP2K7', 'Na']
HPV E6 and E7 Induced Block of Apoptosis in Keratinocytes	['RB1', 'CDKN1B', 'CDKN1A', 'DEK', 'CUL2', 'UBE3A', 'USF2', 'SAP30', 'USF1', 'SP1', 'RBL2', 'NFX1', 'SAP25', 'TERT', 'MYC', 'CDK2', 'HPV16-E7', 'BAX', 'HPV16-E6', 'E2F4', 'MYBL2', 'TP53', 'Na']
HPV E6 and E7 Induced Disruption of TNFR/NF-kB Signaling in Keratinocytes	['CFLAR', 'IRAK4', 'VCAM1', 'TICAM2', 'TICAM1', 'TNFRSF1A', 'RBX1', 'VEGFA', 'TNFRSF1B', 'IL1A', 'IL1B', 'NFKBIA', 'IL6', 'IRF3', 'HPV16-E7', 'TLR9', 'BCL2', 'HPV16-E6', 'TLR8', 'IRF7', 'TLR7', 'TLR4', 'TP53', 'TLR3', 'CXCL8', 'TRADD', 'TNFAIP3', 'TNF', 'CASP8', 'CCND1', 'IRAK1', 'MYC', 'CASP3', 'FADD', 'RIPK2', 'RIPK1', 'MAP3K7', 'BTRC', 'CHUK', 'TIRAP', 'TRAF3', 'TRAF2', 'SELE', 'MYD88', 'TRAF5', 'TRAF6', 'BCL2L1', 'TAB3', 'TAB2', 'TAB1', 'CUL1', 'IKBKB', 'TBK1', 'IKBKG', 'BID', 'IKBKE', 'SKP1', 'Na']
HPV Entry into the Keratinocyte	['KPNB1', 'TNPO1', 'FURIN', 'SDC1', 'NUP153', 'ITGA6', 'HPV16-L2', 'HPV16-L1', 'IPO5', 'KPNA2', 'Na']
HPV Infection and Cancer	['JUN', 'CFLAR', 'DEK', 'TNFRSF1A', 'SAP30', 'RBX1', 'VEGFA', 'TNFRSF1B', 'CDC20', 'SP1', 'NFX1', 'SAP25', 'KRT18', 'HPV16-E2', 'CDK4', 'HPV16-E1', 'CDK2', 'HPV16-E7', 'TLR9', 'BCL2', 'BAX', 'HPV16-E6', 'HPV16-E5', 'ITGA6', 'HPV16-E4', 'TOP1', 'TP53', 'RB1', 'AURKA', 'UBE3A', 'TNF', 'EGFR', 'CASP8', 'TNPO1', 'TERT', 'CASP7', 'CDH1', 'MYC', 'CASP3', 'FADD', 'KPNA2', 'BRD4', 'ATP6V0C', 'FOS', 'NUP153', 'HPV16-L2', 'HPV16-L1', 'USF2', 'USF1', 'CCNA2', 'KPNB1', 'CREB1', 'SDC1', 'CDKN1B', 'CDKN1A', 'FURIN', 'CUL3', 'CUL2', 'HIF1A', 'IPO5', 'EDNRA', 'CCNB2', 'GJA1', 'BID', 'SKP2', 'Na']
Humoral Immunity in Vitiligo	['LYN', 'IL4R', 'MAP3K1', 'IL10', 'JUN', 'CD72', 'IL10RA', 'NFATC2', 'LILRB3', 'TYK2', 'VAV1', 'IL2', 'MAPK14', 'IL5', 'IL4', 'NFKBIA', 'IL6', 'IL6ST', 'PTPN6', 'RAF1', 'CD22', 'LAT', 'SOS1', 'CD40', 'IL2RG', 'ITPR1', 'PAK1', 'ERBB2', 'AKT1', 'STAT6', 'BLNK', 'CCR7', 'MAP3K7', 'MAP3K8', 'CARD11', 'AICDA', 'MAP2K2', 'MAP2K3', 'SYK', 'MAP2K1', 'PDPK1', 'FOS', 'PRKCB', 'CREB1', 'IL2RA', 'IL2RB', 'TRAF6', 'BTK', 'GRB2', 'CD40LG', 'MAP3K14', 'PIK3AP1', 'BCL10', 'IL5RA', 'RASGRP3', 'MALT1', 'IKBKB', 'CD79B', 'CD79A', 'MAPK9', 'CD19', 'MAPK3', 'RAC1', 'MAPK1', 'PLCG2', 'JAK3', 'IL6R', 'JAK1', 'STAT5A', 'MAP2K7', 'JAK2', 'Na']
Huntingtin Gene Mutation in Striatal Neuron	['NTRK2', 'TBP', 'BDNF', 'SMARCE1', 'PRPF40B', 'PRPF40A', 'CREB1', 'NCOR1', 'SP1', 'KAT2B', 'REST', 'BAX', 'SQSTM1', 'TAF4', 'TP53', 'BECN1', 'HDAC6', 'TCERG1', 'HDAC3', 'HDAC1', 'HDAC2', 'HTT', 'SLC1A2', 'SLC1A3', 'BBC3', 'TGM2', 'MECP2', 'CASP8', 'GRIN2B', 'PENK', 'SIN3A', 'CASP3', 'DRD1', 'DRD2', 'IFT57', 'Na']
Huntingtin Mutant Protein Toxicity Effects	['HDAC3', 'HTT', 'PIAS1', 'MTOR', 'IKBKB', 'RASD2', 'CASP6', 'SUMO2', 'SUMO1', 'AKT1', 'CASP3', 'CAPN1', 'CAPN2', 'ACBD3', 'Na']
Hutchinson-Gilford Progeria Syndrome	['SREBF1', 'ICMT', 'SUN1', 'HDAC1', 'HDAC2', 'PARP1', 'SYNE1', 'SIRT6', 'ZMPSTE24', 'LMNA', 'TMPO', 'MIR141', 'PGGT1B', 'BANF1', 'EMD', 'RCE1', 'PRKCQ', 'Na']
Hyper IgM Syndrome	['AICDA', 'NFKBIA', 'CD40', 'TNFRSF13B', 'TNFSF13', 'TRAF6', 'TRAF2', 'MAP3K7', 'UNG', 'IKBKG', 'CD40LG', 'MAP3K14', 'Na']
Hyperammonemia Type I	['GLUD1', 'ASS1', 'GLS2', 'SLC38A1', 'GOT2', 'ARG1', 'CPS1', 'ASL', 'SLC25A13', 'OTC', 'SLC25A15', 'Na']
Hyperammonemia Type II	['GLUD1', 'ASS1', 'GLS2', 'SLC38A1', 'GOT2', 'ARG1', 'CPS1', 'ASL', 'SLC25A13', 'OTC', 'SLC25A15', 'Na']
Hyperglycemia and Hyperlipidemia Trigger beta-Cell Apoptosis	['ST18', 'CPT1A', 'KCNJ11', 'XBP1', 'FFAR1', 'EDEM1', 'BAD', 'EDEM2', 'PDX1', 'EIF2AK3', 'EIF2S1', 'ERN1', 'GCK', 'CPE', 'BCL2', 'DDIT3', 'ATF6', 'ATF4', 'PPARD', 'ATF3', 'CEBPB', 'SLC2A1', 'UCP2', 'SLC2A2', 'CREM', 'INS', 'LDHA', 'NOS2', 'Na']
Hyperhomocysteinemia Induced Thrombophilia	['ANXA2', 'SERPINC1', 'MTHFR', 'PLAT', 'MTR', 'PLG', 'F3', 'TYMS', 'DHFR', 'PROC', 'THBD', 'CBS', 'MTHFD1', 'Na']
Hyperosmotic Stress in Diabetic Neuropathy	['AKR1B1', 'SLC2A3', 'SORD', 'ATP1A1', 'SLC5A3', 'ATP1B1', 'Na']
Hyperparathyroidism, Neonatal Severe	['SRC', 'PTH', 'MAP2K2', 'CASR', 'MAP2K1', 'KHSRP', 'CREB1', 'SP1', 'E2F1', 'GNAQ', 'MAPK3', 'PTK2B', 'MAPK1', 'HNRNPD', 'PIN1', 'PLCB1', 'RAF1', 'Na']
Hyperparathyroidism, Secondary Effect	['SMAD3', 'SMAD2', 'SMAD5', 'MAP2K3', 'TGFB2', 'SMAD4', 'WNT3A', 'SMAD1', 'AXIN1', 'TGFBR1', 'SMAD9', 'TGFBR2', 'MAPK14', 'RUNX2', 'CREB1', 'BMP2', 'SP7', 'GNAS', 'BMPR1A', 'BMPR2', 'PTH', 'GSK3B', 'CTNNB1', 'LRP6', 'LRP5', 'PTH1R', 'TNFRSF11B', 'FRAT1', 'DVL1', 'BGLAP', 'E2F1', 'IBSP', 'MYC', 'TNFSF11', 'MAP3K7', 'MAP2K6', 'Na']
Hyperseborrhea in Acne Vulgaris	['SREBF1', 'INSR', 'PPARA', 'PDPK1', 'NR1H3', 'NR1H2', 'IGF1', 'FRS2', 'GH1', 'POMC', 'CREB1', 'MC1R', 'PIK3R1', 'MC5R', 'FGF10', 'GNAS', 'PPARG', 'GRB2', 'SLC27A4', 'FGFR2', 'IRS1', 'IRS2', 'PTEN', 'INS', 'IGF1R', 'FOXO1', 'FGF7', 'AKT1', 'LDLR', 'Na']
Hypertrophic Cardiomyopathy	['TGFB1', 'EDN1', 'MYBPC3', 'JUN', 'CAV3', 'MMP2', 'ACTN2', 'NFATC1', 'MMP9', 'TGFBR1', 'AGT', 'TNFRSF1A', 'TGFBR2', 'MAPK14', 'NFKBIA', 'ACTA1', 'IL6', 'MYL2', 'MYL3', 'AGTR1', 'IL6ST', 'TLN1', 'MYH6', 'MYH7', 'RAF1', 'GSK3B', 'RASGRF1', 'TRADD', 'TNF', 'CSRP3', 'AKT1', 'TPM1', 'DAG1', 'ANKRD1', 'TIMP1', 'CMD1F', 'TIMP2', 'EIF4E', 'MAP3K5', 'SMAD3', 'MEF2A', 'SMAD2', 'MAP2K2', 'MAP2K3', 'STAT1', 'MAP2K1', 'TNNC1', 'STAT3', 'FOS', 'IGF1', 'TRAF2', 'MTOR', 'RPS6KB2', 'TNNT2', 'GNAQ', 'TCAP', 'CASQ2', 'MAP3K14', 'VCL', 'RYR2', 'IRS1', 'EIF4EBP1', 'CACNA1C', 'ACTG1', 'ATP2A2', 'GATA4', 'TTN', 'ACTC1', 'JPH2', 'SLC8A1', 'IGF1R', 'PLN', 'EDNRA', 'RASGRP1', 'EDNRB', 'GNA11', 'NPPA', 'NPPB', 'MAPK3', 'EIF4EBP2', 'PTK2B', 'TNNI3', 'MAPK1', 'DMD', 'MYOZ2', 'IL6R', 'JAK1', 'MAP2K6', 'JAK2', 'Na']
Hypocretin Elevation and Monoamine Oxidase Decrease/Inhibition	['MAOA', 'GNAQ', 'HCRTR1', 'HCRT', 'PLCB1', 'ITPR1', 'HCRTR2', 'Na']
