0	Gene Signature
Vaginal fistula (HP:0004320)	['MKKS', 'RECQL4', 'SALL1', 'POR', 'SALL4', 'IL10RB', 'UBR1', 'FREM1', 'MNX1', 'KIF7', 'Na']
Abnormal EKG (HP:0003115)	['KCNJ5', 'CAV3', 'GAA', 'TMEM43', 'ANK2', 'DNAJC19', 'CACNB2', 'KCNQ1', 'GPD1L', 'SCN4B', 'FXN', 'HCN4', 'KCNE1', 'KCNE2', 'KCNE3', 'PRKAG2', 'AKAP9', 'CACNA1C', 'KCNA5', 'DCAF17', 'MECP2', 'PTRF', 'GMPPB', 'SCN5A', 'SCN3B', 'KCNJ2', 'NKX2-5', 'SNTA1', 'TRPM4', 'KCNH2', 'SCN1B', 'Na']
EMG: neuropathic changes (HP:0003445)	['ARSA', 'PLEKHG5', 'SLC12A6', 'HSPB8', 'HSPB3', 'VRK1', 'IGHMBP2', 'NEB', 'LDB3', 'PLA2G6', 'GDAP1', 'DCAF8', 'HSPB1', 'ACTA1', 'VAPB', 'ALS2', 'SMN1', 'ATP7A', 'DYNC1H1', 'MYH7', 'Na']
Abnormality of serum amino acid levels (HP:0003112)	['AASS', 'MMAB', 'PDHA1', 'GLYCTK', 'PDHX', 'AMT', 'MUT', 'ASS1', 'PC', 'PCCB', 'PSAT1', 'PCCA', 'FBXL4', 'MMACHC', 'OTC', 'MMADHC', 'GUCY2D', 'MTRR', 'GLDC', 'MTR', 'MTO1', 'TMEM70', 'GCSH', 'MRPL3', 'CA5A', 'ASL', 'MMAA', 'DECR1', 'Na']
Axonal loss (HP:0003447)	['INF2', 'BAG3', 'TYROBP', 'MOCS1', 'MOCS2', 'TREM2', 'NDRG1', 'FIG4', 'Na']
Amblyopia (HP:0000646)	['TBX1', 'B3GAT3', 'PTEN', 'LAMA1', 'SOBP', 'PHOX2A', 'COL4A1', 'CRYGC', 'GPR143', 'TUBB3', 'SCN8A', 'CHN1', 'NPHP4', 'CRYAA', 'Na']
Sclerocornea (HP:0000647)	['TBX1', 'WDPCP', 'RPGRIP1L', 'TMEM231', 'FIG4', 'LETM1', 'BMP4', 'RPGRIP1', 'PXDN', 'TMEM216', 'B9D2', 'HMX1', 'DHCR7', 'B9D1', 'MKS1', 'FOXE3', 'COX7B', 'WHSC1', 'PRDM5', 'NELFA', 'RAX', 'HCCS', 'SOX2', 'TMEM67', 'TCTN2', 'NDP', 'CC2D2A', 'CEP290', 'Na']
Gaze-evoked nystagmus (HP:0000640)	['WWOX', 'TBP', 'BEAN1', 'KCND3', 'CACNA1A', 'MRE11A', 'VLDLR', 'APTX', 'ITPR1', 'AFG3L2', 'CACNB4', 'ATXN3', 'ATXN2', 'SETX', 'SCN8A', 'ATXN1', 'FGF14', 'SPG11', 'SPTBN2', 'Na']
Dysmetric saccades (HP:0000641)	['AFG3L2', 'ATXN3', 'ATXN2', 'ATXN8', 'MFN2', 'ATXN8OS', 'EEF2', 'ATXN1', 'FGF14', 'ITPR1', 'Na']
Optic atrophy (HP:0000648)	['TUB', 'B3GALNT2', 'PEX19', 'FNBP4', 'WDPCP', 'PDHX', 'PEX10', 'MOGS', 'PEX12', 'PEX13', 'PEX14', 'PEX16', 'POLR3A', 'MGP', 'RBP3', 'TMEM126A', 'GLA', 'C2ORF71', 'PTF1A', 'PANK2', 'PEX11B', 'PRCD', 'CISD2', 'LRP5', 'LRP4', 'NOD2', 'SPG7', 'PEX26', 'ANTXR1', 'TMEM67', 'TFG', 'ST3GAL5', 'C10ORF2', 'ARVCF', 'FKTN', 'EYS', 'ARSA', 'SURF1', 'ABCA4', 'VPS13B', 'MYO5A', 'ALG3', 'RPE65', 'GDF6', 'TOPORS', 'FA2H', 'BTD', 'MC1R', 'PRKAR1A', 'NDUFAF6', 'PPT1', 'NDUFAF2', 'MKS1', 'CERKL', 'RD3', 'SLC45A2', 'ARX', 'NR2E3', 'TWIST1', 'PLA2G6', 'C12ORF65', 'GATA2', 'AAAS', 'SOX3', 'SOX2', 'GJA1', 'RNF216', 'NUP62', 'TNFSF11', 'AP1S2', 'HESX1', 'PIEZO2', 'COX3', 'COX2', 'LRAT', 'COX1', 'SIL1', 'PROM1', 'SLC19A2', 'ATP6V0A2', 'CTC1', 'ROM1', 'OFD1', 'AMPD2', 'PAX6', 'CYP7B1', 'BRAF', 'SUMF1', 'TYR', 'KIF7', 'PAX2', 'LETM1', 'KLHL7', 'DPYD', 'PRPH2', 'ISPD', 'GUCY2D', 'ZNF592', 'FASTKD2', 'KIF11', 'PRDM16', 'IKBKAP', 'SLC7A14', 'TNFRSF11B', 'GJC2', 'ATIC', 'UCHL1', 'AUH', 'ATXN7', 'C19ORF12', 'FLVCR1', 'CC2D2A', 'ATXN1', 'PCK1', 'WWOX', 'TRNW', 'BCAP31', 'MEF2C', 'PET100', 'TRNQ', 'GP1BB', 'COX6B1', 'TUBB4A', 'KIAA0196', 'COL4A1', 'TTC8', 'NMNAT1', 'SMOC1', 'MPLKIP', 'PRPF31', 'PLP1', 'PNPLA6', 'L2HGDH', 'KIZ', 'B3GNT1', 'RGR', 'RAB3GAP2', 'RAB3GAP1', 'SLC29A3', 'FH', 'CRB1', 'GRN', 'NDUFA12', 'NDUFA10', 'GUCA1B', 'SNX10', 'TRNH', 'RECQL4', 'TRNF', 'TCTN2', 'CHN1', 'EPG5', 'TRNP', 'RHO', 'IKBKG', 'TRNK', 'GABRD', 'TGFB1', 'SEMA4A', 'C8ORF37', 'PDE6G', 'RPGRIP1L', 'ALG13', 'TSC2', 'TSC1', 'DHDDS', 'DPM1', 'SDHA', 'DPM2', 'SKI', 'DKC1', 'FAM161A', 'TBC1D20', 'TUBGCP6', 'STAMBP', 'B9D2', 'AIPL1', 'TBC1D24', 'DHCR7', 'COX20', 'B9D1', 'OCA2', 'YAP1', 'NBAS', 'NFIX', 'NRL', 'TRNS2', 'UBE3B', 'ATP1A3', 'NALCN', 'TRNS1', 'COMT', 'HIRA', 'BEST1', 'RAB23', 'PROKR2', 'SH3BP2', 'MFN2', 'NLRP3', 'EIF2B5', 'EIF2B4', 'MAP2K2', 'EIF2B3', 'CASR', 'WFS1', 'MAP2K1', 'FANCB', 'KCNAB2', 'CASK', 'TMEM231', 'DNAJC19', 'PRPF6', 'TMEM5', 'B3GALTL', 'PRPF8', 'CDHR1', 'PRPF4', 'PRPF3', 'MAK', 'GNAQ', 'CLRN1', 'FGFR1', 'STT3B', 'FSCN2', 'GNAS', 'ERF', 'CCDC22', 'ND1', 'ND4', 'RNR1', 'SNRNP200', 'DNMT1', 'FGFR3', 'CNGB1', 'ND6', 'FGFR2', 'ND5', 'DOCK6', 'WHSC1', 'ARL6', 'NELFA', 'TACO1', 'PORCN', 'ABHD12', 'EBP', 'NIPBL', 'SALL4', 'LARGE', 'NDP', 'NEK2', 'ANKRD11', 'COX15', 'COX14', 'EIF2B2', 'EIF2B1', 'DNM1L', 'COX10', 'COA5', 'TSFM', 'IQCB1', 'KCNJ13', 'SLC52A3', 'PEX1', 'SLC52A2', 'PEX3', 'LAMB1', 'PEX2', 'USH2A', 'MERTK', 'VCAN', 'BMP4', 'RPGRIP1', 'CLCN7', 'PEX5', 'NDUFS8', 'PIK3CA', 'ARL2BP', 'NDUFS7', 'TMEM216', 'ACOX1', 'PEX6', 'NDUFS4', 'NDUFS3', 'ACO2', 'ZNF513', 'UFD1L', 'POMT1', 'POMT2', 'CHD7', 'PTPN22', 'SPATA7', 'NT5C2', 'CA2', 'MFSD8', 'PSAP', 'CA4', 'RDH12', 'GMPPA', 'GMPPB', 'RBM10', 'OTX2', 'CEP290', 'SNAP29', 'WNT3', 'IMPG2', 'CNGA1', 'NDUFA9', 'MBTPS2', 'TBX1', 'FKRP', 'TIMM8A', 'ATRX', 'NAGA', 'NDUFA2', 'LCA5', 'MUT', 'BCS1L', 'POMGNT2', 'POMGNT1', 'MCOLN1', 'CECR1', 'ERCC1', 'GALC', 'GLB1', 'SLC25A19', 'RP2', 'TRNL1', 'RP1', 'RPIA', 'IMPDH1', 'ERCC4', 'ERCC5', 'SETBP1', 'ERCC2', 'TBC1D7', 'ERCC3', 'ERCC8', 'SAG', 'POMK', 'ERCC6', 'FXN', 'KRAS', 'RP9', 'STUB1', 'RAB18', 'ASPA', 'AGXT', 'MTFMT', 'SEMA3E', 'PRPS1', 'TCIRG1', 'CRX', 'PTEN', 'MTO1', 'TULP1', 'RPGR', 'RLBP1', 'FOXRED1', 'CLN3', 'CBS', 'MTPAP', 'GNA11', 'SIX6', 'OPA1', 'RPS6KA3', 'CHSY1', 'OPA3', 'SOST', 'PDSS1', 'PDE6B', 'POLG', 'PDE6A', 'CNNM4', 'IDH3B', 'Na']
Abnormality of vision evoked potentials (HP:0000649)	['TRNW', 'WFS1', 'ELOVL4', 'TRNQ', 'TYR', 'POMGNT1', 'GALC', 'CLCN7', 'TRNL1', 'SUCLA2', 'ACOX1', 'TBC1D20', 'ERCC8', 'ERCC6', 'FXN', 'RAB18', 'ND1', 'ASPA', 'ND4', 'RAB3GAP2', 'ND6', 'RAB3GAP1', 'ND5', 'NOTCH3', 'TCIRG1', 'TRNS2', 'PLA2G6', 'TRNS1', 'SNX10', 'NDRG1', 'AAAS', 'TRNH', 'TRNF', 'OPA1', 'TTPA', 'MFN2', 'TNFSF11', 'COX3', 'SLC25A22', 'COX2', 'COX1', 'POLG', 'Na']
Squamous cell carcinoma (HP:0002860)	['WNT10A', 'BLM', 'CDKN2A', 'TERC', 'PTEN', 'TNFRSF10B', 'XPC', 'ING1', 'DDB2', 'WRAP53', 'RECQL4', 'SLX4', 'GJB2', 'DKC1', 'COL7A1', 'ERCC3', 'POLH', 'Na']
Melanoma (HP:0002861)	['MBTPS2', 'CDKN2D', 'CDKN2A', 'CDKN2B', 'TRPV3', 'PTPN11', 'MITF', 'SDHD', 'BRAF', 'SDHB', 'SDHC', 'DDB2', 'MC1R', 'PIK3CA', 'CDK4', 'ERCC3', 'TP53', 'POT1', 'RAF1', 'MDM2', 'OCA2', 'BAP1', 'KLLN', 'PTEN', 'XPC', 'NRAS', 'TERT', 'CHEK2', 'AKT1', 'CTSC', 'POLH', 'Na']
Bladder carcinoma (HP:0002862)	['RB1', 'DCC', 'CTNNB1', 'AXIN2', 'PTEN', 'PTPN12', 'RAD54B', 'PTPRJ', 'MLH3', 'MCC', 'PDGFRL', 'FLCN', 'NRAS', 'APC', 'PIK3CA', 'BUB1B', 'EP300', 'AKT1', 'BAX', 'HRAS', 'KRAS', 'ATP7A', 'FGFR3', 'TP53', 'Na']
Myelodysplasia (HP:0002863)	['FANCI', 'FANCL', 'FANCM', 'ATRX', 'FANCB', 'RUNX1', 'TET2', 'PTPN11', 'FANCA', 'NBEAL2', 'BRAF', 'FANCC', 'FANCF', 'PALB2', 'FANCE', 'FANCG', 'HAX1', 'RAD51C', 'ASXL1', 'GFI1B', 'DKC1', 'ERCC4', 'BUB1B', 'FANCD2', 'SBDS', 'CALR', 'TP53', 'RAF1', 'CSF3R', 'TERC', 'MPL', 'BRCA2', 'GATA2', 'BRIP1', 'RECQL4', 'SLX4', 'SRP72', 'RPS19', 'THPO', 'SF3B1', 'BUB3', 'SH2B3', 'BUB1', 'RPS14', 'CEP57', 'JAK2', 'Na']
Villous atrophy (HP:0011473)	['TTC37', 'SPINK5', 'PCSK1', 'MPI', 'ALG3', 'RFXANK', 'MYO5B', 'FOXP3', 'EPCAM', 'ADAM17', 'RFX5', 'RFXAP', 'SKIV2L', 'CIITA', 'Na']
Abnormality of small intestinal villus morphology (HP:0011472)	['TTC37', 'SPINK5', 'PCSK1', 'MPI', 'ALG3', 'RFXANK', 'MYO5B', 'FOXP3', 'EPCAM', 'ADAM17', 'RFX5', 'RFXAP', 'SKIV2L', 'CIITA', 'Na']
Hypoplastic iliac wings (HP:0002866)	['CREBBP', 'HDAC6', 'ARSB', 'CCBE1', 'TRAPPC2', 'SMAD4', 'WNT7A', 'IHH', 'GATA1', 'RUNX2', 'COL2A1', 'TBX15', 'DYM', 'ERCC8', 'SOX9', 'ERCC6', 'PCNT', 'EZH2', 'Na']
Infantile onset (HP:0003593)	['DYX1C1', 'SLC35A1', 'GDAP1', 'UPB1', 'AFG3L2', 'WDR81', 'SUCLG1', 'SLC46A1', 'LRP5', 'SEPN1', 'HERC2', 'TMEM67', 'MUSK', 'FKTN', 'ELANE', 'SLC34A3', 'EGR2', 'JAG1', 'FZD4', 'SURF1', 'PRKCD', 'ATP6AP2', 'MYO5A', 'RAB27A', 'ACADSB', 'HCFC1', 'GJB3', 'SLC6A8', 'GJB2', 'HNF1A', 'WNK1', 'TNNT1', 'PIK3R1', 'GJB4', 'NDUFAF6', 'NDUFAF2', 'SCN2A', 'FERMT3', 'MTRR', 'MLC1', 'PCDH15', 'PLA2G6', 'SLC6A3', 'PCDH19', 'TRIOBP', 'GATA1', 'SLC6A5', 'C12ORF57', 'CD79B', 'RPS19', 'CYP2R1', 'PLCG2', 'SCN1A', 'SIL1', 'TRPM6', 'AASS', 'CTC1', 'SLC33A1', 'RDX', 'PDHA1', 'SLC10A2', 'GP6', 'FAM126A', 'LRPPRC', 'PAX2', 'SLC7A7', 'TH', 'RAPSN', 'ATPAF2', 'PTPRQ', 'ADK', 'CD3E', 'CD3D', 'GJC2', 'AUH', 'PRX', 'TK2', 'CC2D2A', 'PCK1', 'SPTBN2', 'RANBP2', 'CDKL5', 'GCH1', 'STAT3', 'IFT140', 'GAD1', 'MRPL44', 'ADAT3', 'SLURP1', 'ALDH5A1', 'PDP1', 'GATM', 'ABCB11', 'IGLL1', 'KCNQ2', 'SDHAF1', 'PLP1', 'L2HGDH', 'PIGT', 'IGHM', 'RYR1', 'HEXA', 'NDUFA12', 'CTDP1', 'NDUFA10', 'HEATR2', 'CHRND', 'GLRA1', 'IKBKB', 'CHRNE', 'CXCR4', 'SMPD1', 'OPHN1', 'AIFM1', 'MPV17', 'DLAT', 'SPTAN1', 'CCT5', 'CA12', 'SRD5A3', 'AGK', 'RPGRIP1L', 'ALG13', 'TSC1', 'ALG11', 'RPSA', 'DPM1', 'SDHA', 'COLQ', 'SLC25A38', 'SCNN1G', 'GFI1B', 'PINK1', 'GPD1', 'PSAT1', 'SCNN1B', 'TRAC', 'PMP22', 'TBC1D24', 'CHRNB1', 'CHRNA1', 'SCNN1A', 'HSD17B4', 'FGD4', 'MPZ', 'MFN2', 'FLNA', 'NLRP3', 'SLC39A4', 'CARD11', 'ATP8B1', 'TRAPPC9', 'GFAP', 'DDOST', 'QDPR', 'FRMD7', 'COL6A1', 'COL6A3', 'COL6A2', 'ILDR1', 'GNAS', 'RNASEH2A', 'SLC2A1', 'DOCK8', 'UVSSA', 'PSEN1', 'CORO1A', 'MAGEL2', 'SEPSECS', 'PTRF', 'SCN9A', 'LARGE', 'COX15', 'SACS', 'RAG1', 'RAG2', 'COX10', 'ARFGEF2', 'DARS', 'KCNJ10', 'VDR', 'MMP2', 'TRPA1', 'EIF2AK3', 'GPR98', 'NEB', 'CYB5A', 'COQ6', 'TTI2', 'HAX1', 'NFKBIA', 'SARS2', 'NDUFS8', 'NDUFS7', 'ACOX1', 'IRF8', 'NDUFS4', 'NDUFS3', 'ITGA7', 'SCN4A', 'MMACHC', 'MYH7', 'ABCB4', 'SAR1B', 'POMT1', 'COX4I2', 'POMT2', 'MTR', 'ADAR', 'PSAP', 'CPT2', 'SPR', 'BLNK', 'SNAP29', 'NDUFA9', 'NTRK1', 'GLRX5', 'ADSL', 'RNASET2', 'NAGA', 'NDUFA2', 'BCS1L', 'NGF', 'TSHR', 'MCOLN1', 'LMBRD1', 'PNKD', 'IMPDH1', 'SUCLA2', 'ERCC4', 'ALS2', 'VPS45', 'ERCC8', 'DCX', 'ERCC6', 'SLC25A12', 'MMADHC', 'KRT83', 'KRT81', 'DDC', 'LAMA3', 'PLG', 'TTN', 'NR3C2', 'KRT86', 'HSD17B10', 'FOXRED1', 'GRM1', 'PHKG2', 'HYDIN', 'SOST', 'MMAA', 'POLG', 'EARS2', 'Na']
Flared iliac wings (HP:0002869)	['DDR2', 'MMP13', 'CREBBP', 'RAB23', 'ARSB', 'GLB1', 'GNPTAB', 'IDUA', 'GNPTG', 'IHH', 'GPC3', 'B3GALT6', 'Na']
Abnormality of the heme biosynthetic pathway (HP:0010472)	['HBG1', 'ALAS2', 'HBG2', 'ATRX', 'BCL11A', 'HBB', 'UROS', 'KLF1', 'HBD', 'HBA1', 'MPL', 'HBA2', 'FAH', 'EPOR', 'GATA1', 'ALAD', 'HMBS', 'Na']
Mask-like facies (HP:0000298)	['TRNW', 'DMPK', 'ATP13A2', 'TRNQ', 'PAX6', 'HSPG2', 'ACTA1', 'SLC6A8', 'MYH3', 'TRNL1', 'TH', 'FRG1', 'ND1', 'TRIM32', 'ND4', 'ND6', 'ND5', 'MAMLD1', 'SLC20A2', 'FMR1', 'KMT2D', 'TRNS2', 'DCTN1', 'TRNS1', 'DUX4', 'MTM1', 'TRNH', 'TRNF', 'SMCHD1', 'PABPN1', 'PIEZO2', 'COX3', 'COX2', 'COX1', 'ATP7A', 'KDM6A', 'Na']
Spastic tetraplegia (HP:0002510)	['ARSA', 'FUCA1', 'RANBP2', 'SLC16A2', 'GLYCTK', 'NDE1', 'PDHX', 'GAD1', 'ELOVL4', 'ASNS', 'MRPS22', 'SOX10', 'TUBG1', 'MCOLN1', 'COASY', 'GLB1', 'KIF2A', 'ALS2', 'TBC1D20', 'RAB18', 'MOCS1', 'MOCS2', 'SCN2A', 'DYNC1H1', 'STXBP1', 'KANK1', 'ARX', 'AP4E1', 'NALCN', 'CACNA1D', 'PLA2G6', 'TUBA1A', 'LIAS', 'SEPSECS', 'AP4M1', 'SOX2', 'AUH', 'KIF5C', 'VPS53', 'PHGDH', 'SPTAN1', 'Na']
Abnormal hemoglobin (HP:0011902)	['RPL5', 'HBG1', 'CD151', 'HBG2', 'LCRB', 'ATRX', 'HBB', 'HBA1', 'HBA2', 'CYB5A', 'CYB5R3', 'SBDS', 'HBZ', 'RPS24', 'Na']
Increased intracranial pressure (HP:0002516)	['IL10', 'MLH1', 'CASR', 'STAT4', 'TCF12', 'SDHD', 'TSC2', 'TSC1', 'MSH2', 'HLA-B', 'SDHB', 'SDHC', 'L1CAM', 'GALK1', 'PIK3CA', 'MSH6', 'NF2', 'ERF', 'TLR4', 'FGFR3', 'FGFR2', 'KLLN', 'MEFV', 'IL23R', 'PRF1', 'LRP5', 'PTEN', 'NOD2', 'TWIST1', 'C4A', 'ANTXR1', 'GNA11', 'AKT1', 'ALX4', 'VHL', 'SOST', 'IL12RB2', 'PMS2', 'Na']
Abnormality of the periventricular white matter (HP:0002518)	['AARS2', 'MEF2C', 'OCRL', 'AP4B1', 'LAMA1', 'DDHD2', 'SUMF1', 'SEPSECS', 'TSEN54', 'FA2H', 'CYP27A1', 'PC', 'ARHGAP31', 'PSAP', 'LARGE', 'TREX1', 'GLUL', 'SPG11', 'SHANK3', 'Na']
Hypoplasia of the ulna (HP:0003022)	['PIGT', 'DYNC2H1', 'JAG1', 'SEMA3E', 'ZBTB16', 'CHD7', 'IHH', 'LRP4', 'GDF5', 'DHODH', 'TBX3', 'COL2A1', 'RECQL4', 'SALL4', 'RPL26', 'FGF10', 'SHOX', 'B2M', 'SCARF2', 'FGFR3', 'CHST3', 'BMPR1B', 'FGFR2', 'Na']
Metaphyseal cupping (HP:0003021)	['MMP13', 'COL2A1', 'PCYT1A', 'HDAC6', 'ALPL', 'COL10A1', 'LBR', 'PTH1R', 'INPPL1', 'RMRP', 'Na']
Mesomelia (HP:0003027)	['ACAN', 'TBX15', 'NPR2', 'WNT5A', 'FLNA', 'LBR', 'GDF5', 'ROR2', 'IFT80', 'SHOX', 'Na']
Metaphyseal irregularity (HP:0003025)	['SLC34A3', 'ARSB', 'VDR', 'CASR', 'KIF22', 'SLC35D1', 'TRPV4', 'MMP9', 'PHEX', 'COL2A1', 'COMP', 'CYP27B1', 'CLCN5', 'CYP2R1', 'DYM', 'ACP5', 'RMRP', 'SLC17A5', 'MATN3', 'Na']
Dialeptic seizures (HP:0011146)	['GABRB3', 'EPM2A', 'LGI1', 'CSTB', 'GABRA1', 'SZT2', 'GOSR2', 'TSC1', 'CHD2', 'CLN8', 'PCDH19', 'DHFR', 'FIG4', 'GABRG2', 'ALDH5A1', 'SCN9A', 'KCNMA1', 'NHLRC1', 'SCN1A', 'SCN2A', 'SCN1B', 'Na']
Ependymoma (HP:0002888)	['MLH1', 'ERBB2', 'MSH6', 'NF2', 'TSC2', 'TSC1', 'MSH2', 'PMS2', 'Na']
Developmental regression (HP:0002376)	['TUFM', 'PEX19', 'PHYH', 'PEX10', 'MSH2', 'PEX12', 'TYROBP', 'PEX13', 'PEX14', 'PEX16', 'SDHA', 'ETHE1', 'MSH6', 'GLA', 'TBC1D24', 'GTF2IRD1', 'APP', 'GTF2I', 'STXBP1', 'PEX11B', 'FOXG1', 'CISD2', 'TRNS2', 'NOD2', 'TRNS1', 'C4A', 'PEX26', 'ZBTB20', 'LMNA', 'ACTB', 'ST3GAL5', 'IL12RB2', 'NDUFV2', 'PMS2', 'NDUFV1', 'EIF2B5', 'EIF2B4', 'NTNG1', 'EIF2B3', 'WFS1', 'BAZ1B', 'HLA-B', 'VPS13A', 'GFAP', 'COASY', 'CYP27A1', 'TBL2', 'NDUFAF5', 'NDUFAF3', 'NDUFAF4', 'NDUFAF1', 'NDUFAF2', 'ND1', 'TPP1', 'FTL', 'ND4', 'ND6', 'GCDH', 'ND5', 'NOTCH3', 'IL23R', 'FMR1', 'ROGDI', 'SLC2A3', 'PLA2G6', 'C12ORF65', 'AAAS', 'RNF216', 'NUP62', 'NDP', 'TREX1', 'COX3', 'COX2', 'COX1', 'EIF2B2', 'EIF2B1', 'IL10', 'RFC2', 'LIMK1', 'PEX1', 'PEX3', 'PEX2', 'CP', 'SUMF1', 'PEX5', 'LYRM7', 'PEX7', 'ACOX1', 'NDUFS6', 'PEX6', 'NDUFS4', 'NDUFS3', 'NDUFS2', 'NDUFS1', 'TLR4', 'NDUFB9', 'MEFV', 'ELN', 'NDUFB3', 'CHD2', 'ADAR', 'TREM2', 'MECP2', 'KCNT1', 'PSAP', 'GMPPA', 'TTPA', 'SERAC1', 'MBTPS2', 'TRNW', 'CDKL5', 'MLH1', 'NUBPL', 'IRX5', 'TRNQ', 'STAT4', 'NAGA', 'NDUFA1', 'CECR1', 'LMBRD1', 'GALC', 'TRNL1', 'CLIP2', 'SDHAF1', 'L2HGDH', 'PNPLA6', 'STUB1', 'ASPA', 'FOLR1', 'SLC29A3', 'BSCL2', 'GBA', 'HTT', 'NDUFA11', 'GBE1', 'DCTN1', 'CLN8', 'HSD17B10', 'LYST', 'FOXRED1', 'CLN5', 'TRNH', 'IFIH1', 'TRNF', 'SYNGAP1', 'AIFM1', 'AGA', 'POLG', 'ATP7A', 'POC1A', 'EARS2', 'Na']
Hyperventilation (HP:0002883)	['MECP2', 'CDKL5', 'HLCS', 'NRXN1', 'TCF4', 'SUCLG1', 'FBP1', 'C5ORF42', 'Na']
Respiratory difficulties (HP:0002880)	['EDA', 'COA5', 'STAT5B', 'CREBBP', 'FASTKD2', 'PDHA1', 'PET100', 'TACO1', 'COX6B1', 'EFTUD2', 'SCO2', 'STT3B', 'COX14', 'COX20', 'COX10', 'Na']
Hepatoblastoma (HP:0002884)	['CDKN1C', 'APC', 'KCNQ1OT1', 'SETBP1', 'NSD1', 'GPC4', 'GPC3', 'SLC37A4', 'H19', 'Na']
Medulloblastoma (HP:0002885)	['SMARCB1', 'MLH1', 'APC', 'PTCH2', 'MSH6', 'SUFU', 'DICER1', 'NBN', 'PTCH1', 'MSH2', 'PALB2', 'PMS2', 'Na']
Rhabdomyolysis (HP:0003201)	['TSFM', 'ACADVL', 'RYR1', 'CTDP1', 'PGAM2', 'AMPD1', 'PYGM', 'BCS1L', 'HADHB', 'LPIN1', 'LDHA', 'CPT2', 'HADHA', 'SLC25A20', 'ISCU', 'PGK1', 'PGM1', 'Na']
Cerebellar dysplasia (HP:0007033)	['GPSM2', 'TMEM5', 'B3GALNT2', 'FKRP', 'POMT1', 'POMT2', 'LAMA1', 'POMGNT1', 'Na']
Intracellular accumulation of autofluorescent lipopigment storage material (HP:0003204)	['CLN5', 'CLN3', 'DNAJC5', 'TPP1', 'CLN8', 'KCTD7', 'NDRG1', 'CLN6', 'Na']
Abnormality of urine glucose concentration (HP:0011016)	['COA5', 'FASTKD2', 'SLC34A1', 'PET100', 'SLC2A2', 'TACO1', 'EHHADH', 'SLC16A12', 'ETFA', 'ETFDH', 'GATA6', 'SLC5A1', 'ETFB', 'CTNS', 'SLC5A2', 'HNF1B', 'COX6B1', 'CLCN5', 'COX14', 'ATP7B', 'COX20', 'ALDOB', 'FAN1', 'COX10', 'Na']
Midface retrusion (HP:0011800)	['LINS', 'AGL', 'WNT5A', 'PYCR1', 'UBE2A', 'LIFR', 'LRPPRC', 'RUNX2', 'COL1A2', 'ICK', 'BMP4', 'COL1A1', 'MGP', 'BUB1B', 'CCDC8', 'SP7', 'FAM20C', 'NF1', 'ROR2', 'MAN2B1', 'MEGF8', 'NFIX', 'HOXB1', 'LRP2', 'SATB2', 'TMEM165', 'ZBTB20', 'EFTUD2', 'LMNA', 'RAI1', 'RAB23', 'SHH', 'FLNA', 'BANF1', 'FLNB', 'POU1F1', 'SMAD4', 'KIF22', 'ATRX', 'PDE4D', 'USB1', 'POMGNT1', 'COL2A1', 'SLC6A8', 'POR', 'SETBP1', 'FGFR1', 'ERF', 'FGFR3', 'FGFR2', 'PIGV', 'CANT1', 'HDAC4', 'SEC23A', 'SLC26A2', 'COL11A2', 'EHMT1', 'GLI2', 'SIX3', 'SOST', 'SERPINH1', 'ATP6V0A2', 'Na']
Abnormality of polysaccharide metabolism (HP:0011012)	['HGSNAT', 'FUCA1', 'ARSB', 'IDUA', 'GNS', 'SUMF1', 'SGSH', 'MCOLN1', 'PAPSS2', 'GALNS', 'GLB1', 'GNPTAB', 'HYAL1', 'NAGLU', 'IDS', 'GUSB', 'RMRP', 'Na']
Increased mean platelet volume (HP:0011877)	['TTC37', 'ABCG8', 'ITGA2B', 'ITGB3', 'ACTN1', 'GP1BB', 'GP1BA', 'GP9', 'SC5D', 'FLNA', 'MYH9', 'LBR', 'CD36', 'ABCG5', 'Na']
Abnormal platelet volume (HP:0011876)	['TTC37', 'ABCG8', 'ITGA2B', 'ITGB3', 'ACTN1', 'WAS', 'GP1BB', 'GP1BA', 'GP9', 'SC5D', 'FLNA', 'MYH9', 'LBR', 'CD36', 'ABCG5', 'Na']
Intention tremor (HP:0002080)	['TBP', 'SCARB2', 'KCNJ10', 'ABCB7', 'FMR1', 'GSS', 'ELOVL4', 'PTEN', 'ATP2B3', 'PLA2G6', 'VLDLR', 'FAM126A', 'ITPR1', 'GJC2', 'ABHD12', 'POLR3B', 'SCP2', 'PNPLA6', 'TGM6', 'ATCAY', 'ITM2B', 'SPTBN2', 'Na']
Occipital encephalocele (HP:0002085)	['COL18A1', 'POMT1', 'RPGRIP1L', 'HOXD13', 'LAMB1', 'TMEM231', 'CYP26B1', 'TMEM67', 'CSPP1', 'B9D2', 'CC2D2A', 'B9D1', 'MKS1', 'Na']
