0	Gene Signature
Hypersplenism	['PKHD1', 'HSA-MIR-615-3P', 'THPO', 'C12ORF39', 'ALB', 'NAAA', 'HBB', 'F2', 'EVL', 'Na']
Hypertension	['SLC12A3', 'CHGA', 'SLC12A1', 'CMA1', 'SLC12A2', 'APLN', 'SST', 'CD4', 'C10ORF116', 'CTH', 'LEP', 'AGTR2', 'AGTR1', 'CALM2', 'EPHA1', 'CALM3', 'VIP', 'CALM1', 'ENPEP', 'GLS2', 'RAMP3', 'PON1', 'TAGLN', 'SERPINE1', 'RETN', 'CSN3', 'APCDD1', 'AQP2', 'ACTB', 'PRSS8', 'KDR', 'B2M', 'APOL1', 'HABP2', 'ATP6AP2', 'C5ORF38', 'CYP4F2', 'MTHFR', 'PPBP', 'COG2', 'IGF1', 'SLC6A11', 'COMMD5', 'ACE2', 'ALDH7A1', 'WNK1', 'WNK3', 'WNK4', 'NOX4', 'PRKD1', 'NOX1', 'PTGES', 'PNMT', 'NEDD4L', 'KANTR', 'ICAM1', 'SLC6A4', 'AAAS', 'CD1A', 'CD79A', 'HTR7', 'PKHD1', 'GJA1', 'GJA4', 'KCNMB1', 'RPS19', 'SNRNP70', 'GJA5', 'APOH', 'HMOX2', 'APOE', 'SERPINH1', 'DECR1', 'APOB', 'BBS2', 'RHOA', 'EDN1', 'EDN2', 'ACE', 'EDN3', 'AGTRAP', 'KLHL3', 'HBA2', 'VEGFA', 'IL1B', 'TF', 'MRAS', 'TH', 'CYP11B2', 'PAH', 'CYP11B1', 'REN', 'KLKB1', 'TLR4', 'SGK1', 'ACVRL1', 'KLK1', 'ELN', 'PRL', 'ADM', 'ADRB1', 'KLK4', 'ADRB2', 'UMOD', 'ADRB3', 'LRSAM1', 'DUOX1', 'DUOX2', 'STK39', 'MLX', 'CD34', 'HSD11B1', 'ADIPOQ', 'BRD4', 'PPARA', 'RNLS', 'MME', 'FOS', 'F2', 'F3', 'HCK', 'F7', 'TM9SF3', 'NEDD4', 'PPARG', 'AVP', 'GHRL', 'RAMP1', 'CD40LG', 'RAMP2', 'PTH', 'SERPINC1', 'CTF1', 'KCNA5', 'SLC8A1', 'PTGS1', 'PTGS2', 'PTS', 'PHEX', 'CYP17A1', 'CST3', 'NPS', 'NAMPT', 'NPY', 'ADRBK1', 'GC', 'OLR1', 'CORIN', 'TGFB1', 'MGEA5', 'PDGFRB', 'TRPV4', 'VCAM1', 'ATP11A', 'AGT', 'SLC9A3', 'SCNN1G', 'XK', 'SCNN1B', 'PPIG', 'APLNR', 'UTS2', 'NCF1', 'PF4', 'EPO', 'ROCK1', 'ROCK2', 'SCNN1A', 'ATP1A4', 'HSD17B6', 'TNF', 'ATP1A1', 'RCHY1', 'COMT', 'SLC9A1', 'CTGF', 'SPP1', 'WDTC1', 'ARHGEF12', 'MGAM', 'IGFBP1', 'SMAD2', 'TRPC6', 'CASR', 'TRPC4', 'TRPC3', 'CYBB', 'CYBA', 'SELE', 'PGF', 'SELP', 'STK24', 'DDAH2', 'GNB3', 'DDAH1', 'LPA', 'SHBG', 'NOTCH1', 'CALCRL', 'IRS1', 'LPL', 'CSH2', 'CUL3', 'CSH1', 'BHLHE22', 'PLAT', 'CACNA1D', 'NPPC', 'RGS2', 'NPPA', 'NPPB', 'LEPR', 'GGT2', 'GGT1', 'CYP2J2', 'KL', 'KCNJ5', 'PPP1R12A', 'VDR', 'MMP1', 'ANGPT1', 'CYP4A11', 'AMBP', 'CAV1', 'ETV3', 'MMP9', 'BMP4', 'IL6', 'IL8', 'ALB', 'APOA1', 'SLC26A5', 'KCNK3', 'ERAS', 'EDA', 'CABIN1', 'BMPR2', 'NPR1', 'NPR2', 'NPR3', 'DBH', 'HTR2B', 'OXT', 'CYP3A4', 'ADAMTS13', 'CYP3A5', 'DPP4', 'KNG1', 'GRK4', 'CASP3', 'TRPC1', 'BDKRB2', 'TAC1', 'PTGIS', 'NOS3', 'PTGIR', 'VWF', 'UTS2R', 'OXSR1', 'SOD3', 'ATP2B1', 'SELENBP1', 'POMC', 'NPHS1', 'CAT', 'CRH', 'ANG', 'PDE5A', 'CRP', 'FLT1', 'ECE1', 'PLG', 'KIAA0101', 'NR3C2', 'INS', 'NR3C1', 'ADD2', 'SAMHD1', 'HTN1', 'ADD1', 'EDNRA', 'HTN3', 'THBD', 'EDNRB', 'ZIC3', 'TNNI3', 'NOS1', 'CCL2', 'KCNJ1', 'Na']
Hypertensive retinopathy	['PSMD9', 'CCAT1', 'SAP30BP', 'CCS', 'NCOA6', 'G3V1Q6', 'ALB', 'REN', 'APCDD1', 'FANCG', 'Na']
Hyperthyroidism	['DIO1', 'TXNRD2', 'SHFM1', 'DIO3', 'IGF1', 'GCG', 'TSHR', 'POMC', 'XK', 'TG', 'SST', 'MGP', 'ALB', 'LEP', 'GNAS', 'CASQ1', 'THRSP', 'REN', 'TNFRSF25', 'SHBG', 'PTH', 'THRB', 'CALCA', 'THRA', 'FHL2', 'TSHZ3', 'TRH', 'PRL', 'DDX41', 'SERPINA7', 'INS', 'TTR', 'TPO', 'BGLAP', 'TSHB', 'Na']
Hyperthyroxinemia	['TTR', 'THRB', 'THRA', 'ALB', 'TXNRD2', 'SLCO3A1', 'SERPINA7', 'NR2C2', 'TRT-AGT7', 'Na']
Hypertrichosis	['INSR', 'MYOM2', 'SURF1', 'KCNJ8', 'TMEM184C', 'LRTM1', 'ABCC9', 'COL23A1', 'SMARCE1', 'KRT2', 'TRPS1', 'PRMT10', 'ARID1B', 'VPS37A', 'MLL', 'PDLIM1', 'CLEC2A', 'CASP14', 'SETBP1', 'UROD', 'EPC2', 'USP53', 'FBN1', 'SLC29A3', 'Na']
Hypertrophic cardiomyopathy	['MYBPC3', 'ACTN2', 'PRKAG2', 'NEXN', 'TTN', 'ACTC1', 'JPH2', 'PLN', 'CSRP3', 'TNNT2', 'MYL2', 'MYL3', 'TPM1', 'TNNI3', 'TCAP', 'MYOZ2', 'MYH7', 'VCL', 'Na']
Hypertrophy of breast	['IRX2', 'ARFGEF1', 'SUN1', 'MAMDC2', 'TSHZ2', 'TRAPPC10', 'MTUS2', 'VWDE', 'TRANK1', 'PXDNL', 'BAZ2B', 'GCC2', 'OSBPL10', 'CREB3', 'GGA3', 'CREB3L1', 'ARMC4', 'CNTRL', 'ATG2B', 'RGS22', 'ERH', 'Na']
Hyperuricemia	['G6PC', 'BCKDHA', 'SLC17A1', 'PFKM', 'ALB', 'HPRT1', 'REN', 'SLC22A9', 'SLC22A8', 'SLC28A2', 'ABCG2', 'CRP', 'SLC22A6', 'PRPS1', 'SLC2A5', 'UMOD', 'OLFML2B', 'SLC2A9', 'GPATCH8', 'SLC22A13', 'PRPSAP2', 'PRPSAP1', 'NLRP3', 'SLC16A9', 'XDH', 'PRPS1L1', 'SLC17A3', 'SNORD53', 'SLC22A11', 'SLC22A12', 'Na']
Hypervitaminosis A	['SDS', 'TTR', 'CYB5R2', 'RPL22', 'EGFLAM', 'SLCO2A1', 'CASS4', 'Na']
Hypervitaminosis D	['KL', 'PTH', 'CYP27B1', 'VDR', 'GALNT3', 'TRPV5', 'TRPV6', 'Na']
Hypoactive sexual desire disorder	['SULT2A1', 'AP1G1', 'SEMA3F-AS1', 'HSD17B2', 'HTR2A', 'HTR2B', 'PDE5A', 'HTR1A', 'Na']
Hypochondriasis	['CETN1', 'WFDC1', 'F2', 'SPTSSB', 'GATA3', 'MFF', 'PHEX', 'Na']
Hypochondroplasia	['NPPC', 'ATF2', 'GHR', 'TK1', 'TLX1NB', 'SHOX', 'RASIP1', 'FGF3', 'MIB2', 'FGFR2', 'Na']
Hypochromic anemia	['NDFIP1', 'SLC25A28', 'NCKAP1L', 'SLC34A1', 'ARHGEF3', 'Na']
Hypoglycemia	['G6PC', 'SLC16A1', 'KCNJ11', 'FFAR1', 'ABCC8', 'AGL', 'HBA1', 'GCG', 'HBA2', 'GH1', 'GCK', 'GLUD1', 'XK', 'SST', 'PC', 'MIS18A', 'FAP', 'IAPP', 'ALB', 'REN', 'ALDOB', 'GNRH1', 'SCT', 'GLS2', 'GLP1R', 'DBH', 'TRH', 'PRL', 'SLC5A1', 'OXT', 'SLC5A2', 'SLC5A4', 'DPP4', 'NNT', 'CPT2', 'HNF4A', 'C10ORF10', 'SLC16A7', 'PCK2', 'IGFBP2', 'IGFBP1', 'CPT1A', 'SLC2A14', 'IGFBP3', 'GCGR', 'FOS', 'IGF1', 'IGF2', 'GIP', 'POMC', 'HADHA', 'GHRH', 'CRH', 'AVP', 'GHRL', 'SLC22A5', 'SCARNA14', 'ACADVL', 'SLC2A1', 'SLC2A2', 'SLC2A3', 'INS', 'HMGCL', 'SOX3', 'GYS2', 'ACADM', 'NPY', 'SLC25A20', 'PPY', 'HESX1', 'GAST', 'HADH', 'ACADS', 'MEN1', 'Na']
Hypogonadism	['BBS1', 'FSHB', 'TACR3', 'FOXL2', 'KISS1', 'NR5A1', 'WT1', 'LEP', 'FSHR', 'GNRH1', 'HBB', 'HFE', 'CHD7', 'TRH', 'PRL', 'IHH', 'KLK3', 'HS6ST1', 'SULT2A1', 'STS', 'PROKR2', 'GNRHR', 'KISS1R', 'AMH', 'TAC3', 'PROK2', 'BBS4', 'PROP1', 'LHCGR', 'DMRT2', 'DMRT1', 'IGF1', 'NR0B1', 'BBS10', 'AR', 'POMC', 'GHRH', 'SARM1', 'FGFR1', 'PDE5A', 'RAB3GAP1', 'SLC29A3', 'SHBG', 'PTH', 'DHH', 'LHB', 'CTDP1', 'CALCA', 'ALMS1', 'C1ORF56', 'INS', 'CYP19A1', 'SOX3', 'CYP17A1', 'DCAF17', 'FGF8', 'PTER', 'RNF216', 'BGLAP', 'SNORD116', 'CYP11A1', 'SRY', 'HESX1', 'SOX9', 'INSL3', 'Na']
Hypogonadotropism	['KISS1', 'PROKR2', 'SHKBP1', 'C10ORF10', 'KISS1R', 'KAL1', 'TAC3', 'GNRH1', 'Na']
Hypohidrosis	['EDA', 'NAA50', 'FAM111B', 'RIPK4', 'SATB2', 'COG6', 'KRT14', 'STX6', 'KRT24', 'GLA', 'EDAR', 'TP63', 'Na']
Hypohidrotic ectodermal dysplasia	['EDA', 'EDARADD', 'WNT10A', 'PAX9', 'FURIN', 'C1ORF172', 'TRAF6', 'TNF', 'TAB2', 'IKBKG', 'EDA2R', 'EDAR', 'Na']
Hypokalemia	['SLC12A3', 'KCNJ5', 'BRD4', 'MGAM', 'ACE', 'SLC12A1', 'ATP11A', 'COLQ', 'POMC', 'XK', 'STK24', 'KCNQ1', 'CYP11B2', 'SCNN1B', 'CYP11B1', 'AVP', 'SCN4A', 'REN', 'VIP', 'KCNE1', 'SLC26A3', 'CLCNKB', 'NR3C2', 'INS', 'NR3C1', 'AQP2', 'HSD11B2', 'CYP17A1', 'STK39', 'CACNA1S', 'BSND', 'ATP6V0A4', 'KCNJ1', 'KCNH2', 'Na']
Hypokalemic periodic paralysis	['RYR1', 'KCNE3', 'KCNJ12', 'KCNE4', 'CLCN1', 'CTD-2378E21', 'XK', 'CACNA1S', 'ATP6V0A4', 'KCNE1L', 'KCNN2', 'SCN4A', 'KCNJ2', 'Na']
Hypoparathyroidism	['DGCR2', 'RET', 'GCM2', 'PTH', 'CASR', 'AIRE', 'CALCA', 'HBB', 'TBCE', 'GATA3', 'PTHLH', 'NUDT10', 'TG', 'FAM111A', 'ZNF2', 'BGLAP', 'NLRP5', 'GNAS', 'AP2S1', 'TRPM6', 'MEN1', 'Na']
Hypopharynx cancer	['HSA-MIR-29B-1-5P', 'MMP8', 'AQPEP', 'REG3G', 'B3GNT5', 'HSA-MIR-222-5P', 'Na']
Hypophosphatasia	['PHOSPHO1', 'SPTA1', 'DLX3', 'KHDRBS3', 'ALPP', 'ENPP1', 'ALPL', 'SPP1', 'DSPP', 'Na']
Hypophosphatemia	['SLC34A3', 'CLCN5', 'ENPP1', 'DMP1', 'FGF23', 'Na']
Hypopituitarism	['PROP1', 'POU1F1', 'LIM2', 'HSA-MIR-3610', 'ESX1', 'IGF1', 'GCG', 'TBX19', 'GH1', 'POMC', 'SST', 'LHX4', 'LHX3', 'GHRH', 'CRH', 'AVP', 'DSG4', 'GNRH1', 'TRH', 'PRL', 'GLI2', 'INS', 'GHRHR', 'SOX3', 'PROKR2', 'GHR', 'SOX2', 'HESX1', 'OTX2', 'TSHB', 'Na']
Hypospadias	['BBOX1', 'HSD3B1', 'HSD3B2', 'MEMO1', 'GGN', 'MID1', 'BMP7', 'NR5A1', 'ZEB2', 'ZNF30', 'TRIM17', 'ZNF599', 'ATF3', 'SATB2', 'BNC2', 'HOXA13', 'SHH', 'DHX34', 'HSD17B3', 'PRY', 'HOXA4', 'HOXA3', 'SNORA73A', 'HOXA2', 'AMH', 'HES3', 'ZNF302', 'ATP9B', 'PRY2', 'ZNF541', 'LHCGR', 'WTAP', 'LMAN1L', 'DMRT2', 'DMRT1', 'ZNF181', 'NR0B1', 'ZFY', 'MIR100HG', 'AR', 'PRYP3', 'PRYP4', 'GRAP', 'FGF10', 'RNU105C', 'FGFR2', 'HOXB6', 'MAMLD1', 'DHH', 'HSA-MIR-136-5P', 'HOXD13', 'CYP17A1', 'FGF8', 'PTER', 'UROD', 'CYP11A1', 'ZNF407', 'SRY', 'SOX9', 'INSL3', 'Na']
Hypothyroidism	['FOXE1', 'ZNF804B', 'ZBTB10', 'RSBN1', 'VAV3', 'MTF1', 'C6ORF15', 'C1QTNF6', 'HLA-DQB1', 'CTLA4', 'SACS', 'PDE8B', 'SH2B3', 'ASIC2', 'Na']
Hypotrichosis	['SPINK5', 'KRT71', 'PHF6', 'SMARCB1', 'CDSN', 'RPL21', 'ST14', 'HR', 'SMARCA2', 'APCDD1', 'KRT85', 'KRT74', 'ANTXR1', 'GJA1', 'SOX18', 'CDH3', 'DPH1', 'LPAR6', 'LIPH', 'DSG1', 'DSG4', 'SNRPE', 'DSC3', 'POC1A', 'Na']
IMAGe syndrome	['NNT', 'RAB2A', 'KCNQ1OT1', 'LHX8', 'MCM4', 'LHX6', 'Na']
Ichthyosis vulgaris	['FLG', 'GPR31', 'KRT10', 'LOR', 'FLG2', 'STS', 'TGM1', 'ABCA12', 'NIPAL4', 'LIPH', 'SPRR2A', 'DSC1', 'ALOXE3', 'IVL', 'Na']
Idiopathic generalized epilepsy	['NECAP1', 'TRAM2', 'BRD2', 'ME2', 'PCDH7', 'VRK2', 'FBXO9', 'CACNG3', 'PCDHA8', 'Na']
Idiopathic pulmonary fibrosis	['SFTPC', 'TERT', 'ELMOD2', 'SFTPA1', 'SFTPA2', 'MICA', 'Na']
Idiopathic scoliosis	['IRX2', 'C17ORF67', 'IRX1', 'IRX4', 'MID1IP1', 'LBX1-AS1', 'CNPY2', 'ESR2', 'LBX1', 'IL17RC', 'MTNR1B', 'HGS', 'FAM101A', 'MTNR1A', 'LINC00649', 'CERCAM', 'MATN1', 'CALM2', 'ZNF354B', 'CALM3', 'GPR126', 'PRKCQ-AS1', 'CALM1', 'RP11-727A23', 'TPH1', 'ZBTB8OS', 'SPATA21', 'NCMAP', 'CCDC18-AS1', 'TOB2', 'NAA60', 'SNTG1', 'C6ORF106', 'BEND2', 'DSCAM', 'GAL3ST4', 'FGF22', 'Na']
IgA glomerulonephritis	['F8WER4', 'MTMR3', 'ACOXL', 'TNFSF13', 'HLA-DQB1', 'TNFSF12', 'DEFA1', 'HLA-A', 'HLA-DRB1', 'Na']
Ileocolitis	['GPX1', 'GPX2', 'PLA2G4E', 'SLC30A4', 'PLA2G4B', 'DNAJC17', 'Na']
Ileus	['TYMP', 'ZBP1', 'TRAPPC6B', 'IL6', 'MLNR', 'PRRG2', 'SLC26A9', 'MPO', 'GHSR', 'MLN', 'PTGS2', 'HTR4', 'Na']
Immune system cancer	['FBXW7', 'CEP112', 'RUNX1', 'SMARCA4', 'LRP1B', 'APC', 'TLN2', 'TP53', 'FRMPD1', 'TRRAP', 'LRP1', 'SRSF2', 'MPL', 'CELSR2', 'JAKMIP2', 'EGFR', 'TAF1L', 'WDR66', 'NRAS', 'RELN', 'MUC2', 'CCND3', 'NLRP7', 'CCND1', 'NSD1', 'MYC', 'HMCN1', 'SF3B1', 'B2M', 'MUC4', 'MLL2', 'CREBBP', 'IDH1', 'MLL3', 'CARD11', 'ABCA4', 'IDH2', 'TEX15', 'ANK2', 'DMXL1', 'MYD88', 'ZNF91', 'LPHN2', 'CDH10', 'FAT4', 'LPHN3', 'FGFR3', 'EZH2', 'CSF1R', 'MYOM2', 'NOTCH1', 'NOTCH2', 'TSHZ2', 'IKZF3', 'GATA2', 'GATA1', 'CD79B', 'SI', 'PIM1', 'ABL1', 'MUC16', 'DNMT3A', 'PAX5', 'TET2', 'PTPN11', 'GPR98', 'TET1', 'BRAF', 'USH2A', 'PTPN14', 'TYK2', 'SORCS3', 'IRF4', 'BCL6', 'ID3', 'BCL2', 'ATM', 'NF1', 'DSG2', 'PAPPA2', 'PDZRN3', 'CRLF2', 'POT1', 'SGK1', 'BTG1', 'DNAH9', 'DTX1', 'TNFAIP3', 'MED12', 'KCNT2', 'XIRP2', 'HIST1H1E', 'CD36', 'TNFRSF14', 'SPTBN1', 'HIST1H1C', 'GCN1L1', 'MEF2B', 'MAGI1', 'DSP', 'TMEM30A', 'SPEN', 'CDKN2A', 'STAT3', 'FAM5C', 'ATRX', 'UNC5D', 'ARID1A', 'ANO5', 'ASXL1', 'KIT', 'SETBP1', 'KRAS', 'DSCAML1', 'DYNC1H1', 'CEBPA', 'RYR2', 'PHF6', 'RYR1', 'FLT3', 'CTNNB1', 'SYNE1', 'PTEN', 'U2AF1', 'TTN', 'CBL', 'XPO1', 'PCLO', 'EP300', 'HYDIN', 'GNA13', 'DMD', 'LRIG3', 'JAK3', 'CSMD3', 'JAK1', 'JAK2', 'Na']
Immunoglobulin alpha deficiency	['TGM2', 'C4B', 'TOR1A', 'CD79A', 'NDUFA6', 'TNFRSF13B', 'IGJ', 'CD40LG', 'TNFRSF25', 'Na']
Imperforate anus	['SATB2', 'ARID3B', 'KIDINS220', 'UBR1', 'CPLX3', 'GLI3', 'CECR2', 'SALL1', 'CYP26A1', 'SHH', 'TEF', 'HECW2', 'HCN3', 'Na']
Impetigo	['PRRT1', 'EDNRB', 'HSF4', 'DSG3', 'DSG4', 'SKA2', 'SUMF2', 'Na']
Impotence	['F13B', 'DCLK3', 'PHACTR2', 'PDK1', 'ROBO1', 'Na']
Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	['NPLOC4', 'METTL21D', 'SMU1', 'VCP', 'NDUFB6', 'GNE', 'SQSTM1', 'TARDBP', 'ANKRD13A', 'Na']
Inclusion body myositis	['UNC45B', 'APP', 'NT5C1A', 'FKRP', 'PABPN1', 'STX10', 'ATP7A', 'MORC3', 'ICOSLG', 'Na']
Inclusion conjunctivitis	['OVGP1', 'TXLNA', 'CD79A', 'CKAP2', 'TMBIM6', 'CD40LG', 'PLD3', 'Na']
Incontinentia pigmenti achromians	['FXR2', 'DLX3', 'PTER', 'AKT3', 'IGF2', 'Na']
Infantile myofibromatosis	['NOTCH3', 'NTRK3', 'PDGFRB', 'NDRG4', 'RLTPR', 'PMS2', 'Na']
Infantile onset spinocerebellar ataxia	['SLC25A4', 'FAM178A', 'ACTN2', 'MRE11A', 'INA', 'ATCAY', 'Na']
Infantile refsum disease	['PHYH', 'HSD17B4', 'PEX10', 'FAM206A', 'PEX3', 'PEX12', 'PEX2', 'MID1', 'PEX13', 'PEX26', 'PEX16', 'PHEX', 'SLC25A17', 'CAT', 'PEX5', 'GNPAT', 'PEX7', 'PEX6', 'Na']
Infectious mononucleosis	['SLAMF1', 'CD84', 'AHSG', 'SH2D1A', 'GOLIM4', 'IL2', 'CD79A', 'CD4', 'CD8A', 'TNFRSF8', 'CD40LG', 'RALY', 'MAPRE3', 'Na']
Infertility	['PRM1', 'RBMY1A1', 'CCDC155', 'PRLR', 'PRM2', 'CCDC79', 'HSD3B1', 'AMFR', 'F5GWB9', 'CORO2B', 'TLE6', 'SPATA16', 'ADAM2', 'MSH4', 'LEP', 'NOBOX', 'GAPDHS', 'RHCG', 'CDY1', 'TNF', 'AKAP4', 'AURKC', 'HOXA11', 'SULT2A1', 'HOXA10', 'NXF2', 'TUBB8', 'NLRP5', 'MOV10L1', 'KISS1R', 'IGFBP1', 'TEX12', 'MTHFR', 'TEX15', 'IGF1', 'KIAA0430', 'NR0B1', 'MIF4GD', 'ESR1', 'ESR2', 'GDF9', 'AR', 'FAM123B', 'ASTL', 'STAR', 'LHX8', 'TAF4B', 'PGR', 'PAEP', 'CFTR', 'SHBG', 'NXF2B', 'CRISP2', 'AMHR2', 'LHB', 'DDX4', 'FMR1', 'CREM', 'DAZ4', 'DAZ3', 'DAZ1', 'RXFP2', 'CYP19A1', 'KLHL10', 'DNMT3L', 'CD79A', 'SOHLH2', 'SOHLH1', 'CYP11A1', 'LEPR', 'TXNDC8', 'TCP11', 'USP26', 'FIGLA', 'GPX5', 'USP9Y', 'SPACA1', 'FSHB', 'LIF', 'NSUN7', 'FOXL2', 'SMC1B', 'OOEP', 'ACR', 'FAM153A', 'KISS1', 'NR5A1', 'IL1B', 'SPAM1', 'DAZL', 'IL6', 'SPATC1', 'IL8', 'FSHR', 'C14ORF39', 'GNRH1', 'CATSPER2', 'CATSPER1', 'PRL', 'OXT', 'KIF19', 'OAZ3', 'BMP15', 'SYCE3', 'BOLL', 'SYCE1', 'OR2W3', 'WBP2NL', 'PLCZ1', 'PGK2', 'CDY1B', 'GNRHR', 'CSN1S1', 'AMH', 'TAC3', 'WNT4', 'STRA8', 'KDM6A', 'C16ORF55', 'NANOS2', 'NANOS3', 'LHCGR', 'SPAG9', 'NANOS1', 'OR1D2', 'PROX2', 'POU5F1', 'OOSP1', 'BPESC1', 'POMC', 'DPY19L2', 'ZP2', 'ZP1', 'CD40LG', 'TNP2', 'TSSK2', 'ZP4', 'TNP1', 'ZP3', 'DNAH1', 'PIWIL2', 'HSA-MIR-541-5P', 'PIWIL4', 'SYCP3', 'SPEF2', 'SPO11', 'TCHH', 'DEFB125', 'ZGLP1', 'HSPD1', 'INS', 'CSTF2T', 'EPPIN-WFDC6', 'UNK', 'CYP17A1', 'SGOL2', 'TAF7L', 'SPATA22', 'SRY', 'EPPIN', 'HCG14', 'INSL3', 'PIWIL1', 'Na']
Inflammatory bowel disease	['HERC2', 'ATG16L1', 'PTGER4', 'IL12B', 'IRGM', 'NKX2-3', 'ZNF300', 'Na']
Influenza	['MX1', 'CPSF4', 'RSAD2', 'MX2', 'CXCL10', 'CD4', 'ADM2', 'TNFSF9', 'ERVW-1', 'CD69', 'CD86', 'ITIH4', 'IFITM3', 'CSF2', 'TNF', 'SLC5A5', 'LAMP1', 'BCL2L10', 'HAS1', 'BATF2', 'DDX58', 'ST6GAL1', 'IFNA17', 'KRT35', 'ISG15', 'TMPRSS11D', 'HIST2H2BE', 'ZNF17', 'MYD88', 'MAVS', 'CD8A', 'SELL', 'TSHZ1', 'IFNAR1', 'CCL4L1', 'CD79A', 'TNFRSF9', 'LGALS7', 'IL10', 'SFTPD', 'NAV1', 'NAV2', 'NAV3', 'KLK11', 'IL2', 'TLR2', 'IL5', 'IL1B', 'IL4', 'IL6', 'ITGAE', 'IL8', 'NCR1', 'IRF3', 'IFNG', 'TLR9', 'CD27', 'TLR8', 'IRF7', 'TLR7', 'TLR5', 'TLR4', 'TLR3', 'CD40', 'DHX9', 'RRAD', 'TMPRSS2', 'DDX41', 'CXCL3', 'VTRNA1', 'MLANA', 'CA4', 'CCR7', 'HIST1H1A', 'HCRT', 'RANBP2', 'STAT1', 'RALGAPA1', 'GZMB', 'BCMO1', 'LGALS7B', 'B3GNT3', 'C3W5P5', 'CD40LG', 'MPPH', 'CRP', 'IFNA1', 'FURIN', 'IFIH1', 'EGFLAM', 'CCL5', 'TRIM25', 'CCL4', 'ITGAX', 'NHS', 'CCL3', 'IFNB1', 'CCL2', 'POLI', 'Na']
Inguinal hernia	['SRPK3', 'HDDC3', 'SHC4', 'PLEKHA2', 'IDH3G', 'PLEKHA1', 'TEPP', 'NUGGC', 'AMH', 'INSL3', 'XAGE3', 'Na']
Insulinoma	['PTPRN2', 'ABCC8', 'GAD2', 'GLP1R', 'SLC2A2', 'PTPRN', 'PDX1', 'MRPS31', 'SLC30A10', 'G6PC2', 'GCK', 'RPS15', 'NIT1', 'IAPP', 'CPE', 'INSM1', 'CBLN3', 'Na']
